pool_address,token_pair,fee_tier,quote_side,token_in,token_in_symbol,token_in_decimals,virtual_notional_usd,token_usd_anchor_source,token_usd_anchor_price,amount_in_token,amount_in_raw,amount_in_raw_valid,invalid_reason
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,20,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.02916983577465928,29169835774659281,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,100,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.1458491788732964,145849178873296408,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,500,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.729245894366482,729245894366482043,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,1000,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,1.458491788732964,1458491788732964086,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,2000,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,2.916983577465928,2916983577465928172,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,20,stable_anchor,1.0,20.0,20000000000000000000,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,100,stable_anchor,1.0,100.0,100000000000000000000,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,500,stable_anchor,1.0,500.0,500000000000000000000,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,1000,stable_anchor,1.0,1000.0,1000000000000000000000,yes,
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,2000,stable_anchor,1.0,2000.0,2000000000000000000000,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,20,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.02916983577465928,29169835774659281,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,100,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.1458491788732964,145849178873296408,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,500,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.729245894366482,729245894366482043,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,1000,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,1.458491788732964,1458491788732964086,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,2000,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,2.916983577465928,2916983577465928172,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,20,stable_anchor,1.0,20.0,20000000000000000000,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,100,stable_anchor,1.0,100.0,100000000000000000000,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,500,stable_anchor,1.0,500.0,500000000000000000000,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,1000,stable_anchor,1.0,1000.0,1000000000000000000000,yes,
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,2000,stable_anchor,1.0,2000.0,2000000000000000000000,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,20,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.02916983577465928,29169835774659281,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,100,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.1458491788732964,145849178873296408,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,500,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.729245894366482,729245894366482043,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,1000,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,1.458491788732964,1458491788732964086,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,2000,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,2.916983577465928,2916983577465928172,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,20,stable_anchor,1.0,20.0,20000000000000000000,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,100,stable_anchor,1.0,100.0,100000000000000000000,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,500,stable_anchor,1.0,500.0,500000000000000000000,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,1000,stable_anchor,1.0,1000.0,1000000000000000000000,yes,
0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,token1_to_token0,0x55d398326f99059fF775485246999027B3197955,USDT,18,2000,stable_anchor,1.0,2000.0,2000000000000000000000,yes,
0xf2688Fb5B81049DFB7703aDa5e770543770612C4,WBNB/USDC,100,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,20,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.02916983577465928,29169835774659281,yes,
0xf2688Fb5B81049DFB7703aDa5e770543770612C4,WBNB/USDC,100,token0_to_token1,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,100,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.1458491788732964,145849178873296408,yes,
