run_id,pool_id,token_pair,chain,protocol,pool_type,fee_tier,quote_method,quote_side,virtual_notional_usd,token_in,token_in_symbol,token_out,token_out_symbol,token_in_decimals,token_usd_anchor_source,token_usd_anchor_price,amount_in_token,amount_in_raw,amount_in_raw_valid,amount_out_raw,amount_out_usd,estimated_slippage_pct,estimated_price_impact_pct,sqrt_price_x96_after,initialized_ticks_crossed,gas_estimate,quote_block_number,quote_ts,quote_success,confidence,invalid_reason,read_only_safe,wallet_or_tx_touched,created_at,staticcall_variant,selector,calldata_hash,revert_data_len,revert_decoded,error_type
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token0_to_token1,20,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0x55d398326f99059fF775485246999027B3197955,USDT,18,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.02916983577465928,29169835774659281,yes,20001664583791168721,13713.937053541604,0.0,,3024864054176823521743092101,1,115381,101731069,1780335552,yes,high,,yes,no,1780335552,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0xf538a5ca6bdff80b949dfc4c6ed3385e464ff4c60a073980fcc616545c384097,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token0_to_token1,100,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0x55d398326f99059fF775485246999027B3197955,USDT,18,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.1458491788732964,145849178873296408,yes,99999709762708698371,68563.7797450896,0.0,,3025020956417567430707975722,1,92176,101731069,1780335553,yes,high,,yes,no,1780335553,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0x18272d0f251c9ca95eea0f650d3cd12e23d7aee8ec62931c132f2354b7ba94b9,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token0_to_token1,500,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0x55d398326f99059fF775485246999027B3197955,USDT,18,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.729245894366482,729245894366482043,yes,499955030951239751000,342789.0611475885,0.0,,3025256676791064196294352066,1,140987,101731069,1780335553,yes,high,,yes,no,1780335553,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0xa359031e8ae86fdbc7594d806b6621815df6378ac0a014e231cb298fdc149f68,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token0_to_token1,1000,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0x55d398326f99059fF775485246999027B3197955,USDT,18,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,1.458491788732964,1458491788732964086,yes,999828543787788334702,685522.2302323482,0.0,,3025291609909554865860740274,1,139965,101731069,1780335554,yes,medium,,yes,no,1780335554,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0xbfe135a1d66ec4ed4c47eb8c1454225cd0c5a3b0c149df5ce50f20fe1a912e42,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token0_to_token1,2000,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0x55d398326f99059fF775485246999027B3197955,USDT,18,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,2.916983577465928,2916983577465928172,yes,1999607627434018965950,1371010.5486237523,0.0,,3025343310537543389800807758,1,164832,101731069,1780335554,yes,medium,,yes,no,1780335554,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0xcd72f5972560e44ca8d530e4558fa1042e2c335c4c22c6e8eb415a2b1d9d5f58,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token1_to_token0,20,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,stable_anchor,1.0,20.0,20000000000000000000,yes,29142242072446278,0.029142242072446277,99.85428878963776,,3025058041061345765120438683,1,115901,101731069,1780335555,yes,high,,yes,no,1780335555,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0x6a41f2ece4fd921be9b65269d201fb620a98f9c023db2d4777e6ac7925ff4a51,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token1_to_token0,100,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,stable_anchor,1.0,100.0,100000000000000000000,yes,145708645492025943,0.14570864549202595,99.85429135450798,,3025004792713329300238746295,1,115865,101731069,1780335555,yes,high,,yes,no,1780335555,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0xbd072a7f4ee866c0f62a7fe8c713c7eab918be7edc9cb91c1fe022909021661c,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token1_to_token0,500,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,stable_anchor,1.0,500.0,500000000000000000000,yes,728479112476586676,0.7284791124765867,99.85430417750469,,3024738579089769055146148731,1,124580,101731069,1780335555,yes,high,,yes,no,1780335555,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0x40c8019c24294f1b1593bc829102ea7a1ce1e155d02987d11ec17b3882e2c7b4,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token1_to_token0,1000,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,stable_anchor,1.0,1000.0,1000000000000000000000,yes,1456797969229315524,1.4567979692293156,99.85432020307707,,3024405877944210600330546163,1,124574,101731069,1780335556,yes,medium,,yes,no,1780335556,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0xf9257288d30efbac03bb262a394e084556562c6c31161253bb5dd37124f96ec1,0,,
20260601_173837,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,500,quoter_v2_staticcall,token1_to_token0,2000,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,18,stable_anchor,1.0,2000.0,2000000000000000000000,yes,2912955127041436367,2.912955127041436,99.85435224364792,,3023740695153551989083364878,2,166292,101731069,1780335556,yes,medium,,yes,no,1780335556,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0xb596790252f4a17b51242520972ba0970ece014074d3d559211d1bcbe367a789,0,,
20260601_173837,0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,2500,quoter_v2_staticcall,token0_to_token1,20,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0x55d398326f99059fF775485246999027B3197955,USDT,18,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.02916983577465928,29169835774659281,yes,19985506321384355544,13702.858305939706,0.0,,3023200336188653947092374741,0,124525,101731074,1780335557,yes,high,,yes,no,1780335557,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0x59c9e0c72f640ee49cdf96ebc64e027689c4c6783b185fa01925fd884d790813,0,,
20260601_173837,0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,2500,quoter_v2_staticcall,token0_to_token1,100,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0x55d398326f99059fF775485246999027B3197955,USDT,18,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.1458491788732964,145849178873296408,yes,99888015916141079809,68487.19799987138,0.0,,3024396313989967356852705614,0,124505,101731074,1780335557,yes,high,,yes,no,1780335557,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0xd0b78c5b184acb4b6adbf66446ec3a4f2702c355c1b1218adb0b3f9d8be5bfd3,0,,
20260601_173837,0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,BSC,PancakeSwap V3,concentrated_liquidity,2500,quoter_v2_staticcall,token0_to_token1,500,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0x55d398326f99059fF775485246999027B3197955,USDT,18,slot0_pool_anchor:0x1401ff943D08a7E098328C1d3a9d388923B115D2:WBNB/USDT | slot0_pool_anchor:0x172fcD41E0913e95784454622d1c3724f546f849:WBNB/USDT | slot0_pool_anchor:0x18C5aFFA481e7EDbF37405AdE553827d6387899f:WBNB/USDC | slot0_pool_anchor:0x36696169C63e42cd08ce11f5deeBbCeBae652050:WBNB/USDT | slot0_pool_anchor:0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06:WBNB/USDT | slot0_pool_anchor:0x81A9b5F18179cE2bf8f001b8a634Db80771F1824:WBNB/USDC | slot0_pool_anchor:0xc721dECCD986D54B39e8c29428A1f06155c3671e:WBNB/USDC | slot0_pool_anchor:0xf2688Fb5B81049DFB7703aDa5e770543770612C4:WBNB/USDC,685.6397874332431,0.729245894366482,729245894366482043,yes,498454526619204983912,341760.25567632954,0.0,,3030376202996534405664635796,1,123517,101731074,1780335558,yes,high,,yes,no,1780335558,"quoteExactInputSingle((address,address,uint256,uint24,uint160))",0xc6a5026a,0x2d421d13e3b9dd609ca4fd9036400a6e18c9c2bde7ab971ef700c3bdb63a5f24,0,,
