pool_id,token_pair,fee_tier_raw,notional_usd,hold_window,scenario,fee_proxy_usd,fixed_cost_usd,il_lvr_proxy_usd,net_ev_proxy_usd,net_ev_proxy_pct,capacity_ok,data_sufficient,confidence
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,1h,realistic,0.0,0.01902650410627386,0.0008333333333333334,-0.019859837439607193,-0.09929918719803596,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,1h,conservative,0.0,0.01902650410627386,0.0008333333333333334,-0.02176248785023458,-0.1088124392511729,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,1h,zero_il_lvr,0.0,0.01902650410627386,0.004166666666666667,-0.01902650410627386,-0.01902650410627386,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,1h,optimistic,0.0,0.01902650410627386,0.004166666666666667,-0.017123853695646476,-0.017123853695646476,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,1h,realistic,0.0,0.01902650410627386,0.004166666666666667,-0.023193170772940527,-0.023193170772940527,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,1h,conservative,0.0,0.01902650410627386,0.004166666666666667,-0.025095821183567915,-0.02509582118356792,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,1h,zero_il_lvr,0.0,0.01902650410627386,0.020833333333333332,-0.01902650410627386,-0.0038053008212547723,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,1h,optimistic,0.0,0.01902650410627386,0.020833333333333332,-0.017123853695646476,-0.0034247707391292957,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,1h,realistic,0.0,0.01902650410627386,0.020833333333333332,-0.03985983743960719,-0.00797196748792144,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,1h,conservative,0.0,0.01902650410627386,0.020833333333333332,-0.04176248785023458,-0.008352497570046916,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,1h,zero_il_lvr,0.0,0.01902650410627386,0.041666666666666664,-0.01902650410627386,-0.0019026504106273861,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,1h,optimistic,0.0,0.01902650410627386,0.041666666666666664,-0.017123853695646476,-0.0017123853695646478,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,1h,realistic,0.0,0.01902650410627386,0.041666666666666664,-0.06069317077294052,-0.0060693170772940525,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,1h,conservative,0.0,0.01902650410627386,0.041666666666666664,-0.0625958211835679,-0.00625958211835679,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,1h,zero_il_lvr,0.0,0.01902650410627386,0.08333333333333333,-0.01902650410627386,-0.0009513252053136931,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,1h,optimistic,0.0,0.01902650410627386,0.08333333333333333,-0.017123853695646476,-0.0008561926847823239,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,1h,realistic,0.0,0.01902650410627386,0.08333333333333333,-0.10235983743960719,-0.005117991871980359,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,1h,conservative,0.0,0.01902650410627386,0.08333333333333333,-0.10426248785023458,-0.005213124392511728,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,2h,zero_il_lvr,0.0,0.01902650410627386,0.0016666666666666668,-0.01902650410627386,-0.09513252053136931,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,2h,optimistic,0.0,0.01902650410627386,0.0016666666666666668,-0.017123853695646476,-0.08561926847823238,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,2h,realistic,0.0,0.01902650410627386,0.0016666666666666668,-0.020693170772940528,-0.10346585386470264,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,2h,conservative,0.0,0.01902650410627386,0.0016666666666666668,-0.022595821183567916,-0.11297910591783959,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,2h,zero_il_lvr,0.0,0.01902650410627386,0.008333333333333333,-0.01902650410627386,-0.01902650410627386,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,2h,optimistic,0.0,0.01902650410627386,0.008333333333333333,-0.017123853695646476,-0.017123853695646476,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,2h,realistic,0.0,0.01902650410627386,0.008333333333333333,-0.027359837439607196,-0.0273598374396072,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,2h,conservative,0.0,0.01902650410627386,0.008333333333333333,-0.02926248785023458,-0.02926248785023458,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,2h,zero_il_lvr,0.0,0.01902650410627386,0.041666666666666664,-0.01902650410627386,-0.0038053008212547723,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,2h,optimistic,0.0,0.01902650410627386,0.041666666666666664,-0.017123853695646476,-0.0034247707391292957,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,2h,realistic,0.0,0.01902650410627386,0.041666666666666664,-0.06069317077294052,-0.012138634154588105,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,2h,conservative,0.0,0.01902650410627386,0.041666666666666664,-0.0625958211835679,-0.01251916423671358,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,2h,zero_il_lvr,0.0,0.01902650410627386,0.08333333333333333,-0.01902650410627386,-0.0019026504106273861,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,2h,optimistic,0.0,0.01902650410627386,0.08333333333333333,-0.017123853695646476,-0.0017123853695646478,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,2h,realistic,0.0,0.01902650410627386,0.08333333333333333,-0.10235983743960719,-0.010235983743960718,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,2h,conservative,0.0,0.01902650410627386,0.08333333333333333,-0.10426248785023458,-0.010426248785023457,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,2h,zero_il_lvr,0.0,0.01902650410627386,0.16666666666666666,-0.01902650410627386,-0.0009513252053136931,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,2h,optimistic,0.0,0.01902650410627386,0.16666666666666666,-0.017123853695646476,-0.0008561926847823239,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,2h,realistic,0.0,0.01902650410627386,0.16666666666666666,-0.1856931707729405,-0.009284658538647026,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,2h,conservative,0.0,0.01902650410627386,0.16666666666666666,-0.1875958211835679,-0.009379791059178395,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,6h,zero_il_lvr,0.0,0.01902650410627386,0.005,-0.01902650410627386,-0.09513252053136931,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,6h,optimistic,0.0,0.01902650410627386,0.005,-0.017123853695646476,-0.08561926847823238,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,6h,realistic,0.0,0.01902650410627386,0.005,-0.024026504106273862,-0.12013252053136932,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,6h,conservative,0.0,0.01902650410627386,0.005,-0.02592915451690125,-0.12964577258450624,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,6h,zero_il_lvr,0.0,0.01902650410627386,0.025000000000000005,-0.01902650410627386,-0.01902650410627386,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,6h,optimistic,0.0,0.01902650410627386,0.025000000000000005,-0.017123853695646476,-0.017123853695646476,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,6h,realistic,0.0,0.01902650410627386,0.025000000000000005,-0.044026504106273866,-0.044026504106273866,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,6h,conservative,0.0,0.01902650410627386,0.025000000000000005,-0.04592915451690126,-0.04592915451690126,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,6h,zero_il_lvr,0.0,0.01902650410627386,0.125,-0.01902650410627386,-0.0038053008212547723,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,6h,optimistic,0.0,0.01902650410627386,0.125,-0.017123853695646476,-0.0034247707391292957,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,6h,realistic,0.0,0.01902650410627386,0.125,-0.14402650410627385,-0.028805300821254768,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,6h,conservative,0.0,0.01902650410627386,0.125,-0.14592915451690125,-0.02918583090338025,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,6h,zero_il_lvr,0.0,0.01902650410627386,0.25,-0.01902650410627386,-0.0019026504106273861,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,6h,optimistic,0.0,0.01902650410627386,0.25,-0.017123853695646476,-0.0017123853695646478,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,6h,realistic,0.0,0.01902650410627386,0.25,-0.2690265041062739,-0.026902650410627386,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,6h,conservative,0.0,0.01902650410627386,0.25,-0.27092915451690125,-0.02709291545169013,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,6h,zero_il_lvr,0.0,0.01902650410627386,0.5,-0.01902650410627386,-0.0009513252053136931,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,6h,optimistic,0.0,0.01902650410627386,0.5,-0.017123853695646476,-0.0008561926847823239,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,6h,realistic,0.0,0.01902650410627386,0.5,-0.5190265041062738,-0.025951325205313687,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,6h,conservative,0.0,0.01902650410627386,0.5,-0.5209291545169012,-0.026046457725845063,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,24h,zero_il_lvr,0.0,0.01902650410627386,0.02,-0.01902650410627386,-0.09513252053136931,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,24h,optimistic,0.0,0.01902650410627386,0.02,-0.017123853695646476,-0.08561926847823238,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,24h,realistic,0.0,0.01902650410627386,0.02,-0.03902650410627386,-0.19513252053136929,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,20,24h,conservative,0.0,0.01902650410627386,0.02,-0.04092915451690125,-0.20464577258450628,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,24h,zero_il_lvr,0.0,0.01902650410627386,0.10000000000000002,-0.01902650410627386,-0.01902650410627386,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,24h,optimistic,0.0,0.01902650410627386,0.10000000000000002,-0.017123853695646476,-0.017123853695646476,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,24h,realistic,0.0,0.01902650410627386,0.10000000000000002,-0.11902650410627388,-0.11902650410627387,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,100,24h,conservative,0.0,0.01902650410627386,0.10000000000000002,-0.12092915451690127,-0.12092915451690127,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,24h,zero_il_lvr,0.0,0.01902650410627386,0.5,-0.01902650410627386,-0.0038053008212547723,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,24h,optimistic,0.0,0.01902650410627386,0.5,-0.017123853695646476,-0.0034247707391292957,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,24h,realistic,0.0,0.01902650410627386,0.5,-0.5190265041062738,-0.10380530082125475,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,500,24h,conservative,0.0,0.01902650410627386,0.5,-0.5209291545169012,-0.10418583090338025,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,24h,zero_il_lvr,0.0,0.01902650410627386,1.0,-0.01902650410627386,-0.0019026504106273861,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,24h,optimistic,0.0,0.01902650410627386,1.0,-0.017123853695646476,-0.0017123853695646478,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,24h,realistic,0.0,0.01902650410627386,1.0,-1.0190265041062738,-0.10190265041062738,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,1000,24h,conservative,0.0,0.01902650410627386,1.0,-1.0209291545169012,-0.10209291545169014,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,24h,zero_il_lvr,0.0,0.01902650410627386,2.0,-0.01902650410627386,-0.0009513252053136931,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,24h,optimistic,0.0,0.01902650410627386,2.0,-0.017123853695646476,-0.0008561926847823239,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,24h,realistic,0.0,0.01902650410627386,2.0,-2.019026504106274,-0.10095132520531369,yes,yes,high
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,2000,24h,conservative,0.0,0.01902650410627386,2.0,-2.0209291545169012,-0.10104645772584507,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,20,15m,zero_il_lvr,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0951325205348666,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,20,15m,optimistic,0.0,0.01902650410697332,0.0,-0.017123853696275986,-0.08561926848137993,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,20,15m,realistic,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0951325205348666,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,20,15m,conservative,0.0,0.01902650410697332,0.0,-0.02092915451767065,-0.10464577258835325,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,100,15m,zero_il_lvr,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.01902650410697332,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,100,15m,optimistic,0.0,0.01902650410697332,0.0,-0.017123853696275986,-0.017123853696275986,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,100,15m,realistic,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.01902650410697332,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,100,15m,conservative,0.0,0.01902650410697332,0.0,-0.02092915451767065,-0.02092915451767065,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,500,15m,zero_il_lvr,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0038053008213946634,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,500,15m,optimistic,0.0,0.01902650410697332,0.0,-0.017123853696275986,-0.003424770739255197,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,500,15m,realistic,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0038053008213946634,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,500,15m,conservative,0.0,0.01902650410697332,0.0,-0.02092915451767065,-0.00418583090353413,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,1000,15m,zero_il_lvr,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0019026504106973317,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,1000,15m,optimistic,0.0,0.01902650410697332,0.0,-0.017123853696275986,-0.0017123853696275986,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,1000,15m,realistic,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0019026504106973317,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,1000,15m,conservative,0.0,0.01902650410697332,0.0,-0.02092915451767065,-0.002092915451767065,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,2000,15m,zero_il_lvr,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0009513252053486658,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,2000,15m,optimistic,0.0,0.01902650410697332,0.0,-0.017123853696275986,-0.0008561926848137993,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,2000,15m,realistic,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0009513252053486658,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,2000,15m,conservative,0.0,0.01902650410697332,0.0,-0.02092915451767065,-0.0010464577258835325,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,20,30m,zero_il_lvr,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0951325205348666,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,20,30m,optimistic,0.0,0.01902650410697332,0.0,-0.017123853696275986,-0.08561926848137993,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,20,30m,realistic,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.0951325205348666,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,20,30m,conservative,0.0,0.01902650410697332,0.0,-0.02092915451767065,-0.10464577258835325,yes,yes,high
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,100,30m,zero_il_lvr,0.0,0.01902650410697332,0.0,-0.01902650410697332,-0.01902650410697332,yes,yes,high
