pool_id,token_pair,notional_usd,scenario,gas_price_gwei,gas_price_usd,quote_gas_units,quote_gas_usd,add_gas_units,remove_gas_units,collect_gas_units,approval_gas_units,entry_conversion_cost_usd,exit_conversion_cost_usd,collect_cost_usd,approval_cost_usd,total_fixed_cost_usd,proportional_slippage_cost_usd,future_probe_only_component_count,cost_model_ready,cost_confidence
0xf2688Fb5B81049DFB7703aDa5e770543770612C4,WBNB/USDC,20,conservative_high,0.05,3.428198937166216e-08,165774.0,5.683062506097923e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406421504,0.0,4,yes,low
0xf2688Fb5B81049DFB7703aDa5e770543770612C4,WBNB/USDC,100,conservative_high,0.05,3.428198937166216e-08,165774.0,5.683062506097923e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406421504,0.0,4,yes,low
0xf2688Fb5B81049DFB7703aDa5e770543770612C4,WBNB/USDC,500,conservative_high,0.05,3.428198937166216e-08,165774.0,5.683062506097923e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406421504,0.0,4,yes,low
0xf2688Fb5B81049DFB7703aDa5e770543770612C4,WBNB/USDC,1000,conservative_high,0.05,3.428198937166216e-08,165774.0,5.683062506097923e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406421504,0.0,4,yes,low
0xf2688Fb5B81049DFB7703aDa5e770543770612C4,WBNB/USDC,2000,conservative_high,0.05,3.428198937166216e-08,165774.0,5.683062506097923e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406421504,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,20,diagnostic_low,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485279825674,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,100,diagnostic_low,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485279825674,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,500,diagnostic_low,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485279825674,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,1000,diagnostic_low,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485279825674,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,2000,diagnostic_low,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485279825674,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,20,realistic_mid,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650411070851,0.0,4,yes,medium
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,100,realistic_mid,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650411070851,0.0,4,yes,medium
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,500,realistic_mid,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650411070851,0.0,4,yes,medium
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,1000,realistic_mid,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650411070851,0.0,4,yes,medium
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,2000,realistic_mid,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650411070851,0.0,4,yes,medium
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,20,conservative_high,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162241017446,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,100,conservative_high,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162241017446,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,500,conservative_high,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162241017446,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,1000,conservative_high,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162241017446,0.0,4,yes,low
0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,2000,conservative_high,0.05,3.428198937166216e-08,275247.0,9.436014728581893e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162241017446,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,20,diagnostic_low,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485290112123,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,100,diagnostic_low,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485290112123,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,500,diagnostic_low,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485290112123,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,1000,diagnostic_low,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485290112123,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,2000,diagnostic_low,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485290112123,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,20,realistic_mid,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650412099496,0.0,4,yes,medium
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,100,realistic_mid,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650412099496,0.0,4,yes,medium
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,500,realistic_mid,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650412099496,0.0,4,yes,medium
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,1000,realistic_mid,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650412099496,0.0,4,yes,medium
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,2000,realistic_mid,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650412099496,0.0,4,yes,medium
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,20,conservative_high,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622420460906,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,100,conservative_high,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622420460906,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,500,conservative_high,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622420460906,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,1000,conservative_high,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622420460906,0.0,4,yes,low
0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,2000,conservative_high,0.05,3.428198937166216e-08,575301.0,1.972246276750661e-11,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622420460906,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,20,diagnostic_low,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485278760946,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,100,diagnostic_low,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485278760946,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,500,diagnostic_low,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485278760946,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,1000,diagnostic_low,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485278760946,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,2000,diagnostic_low,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485278760946,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,20,realistic_mid,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410964378,0.0,4,yes,medium
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,100,realistic_mid,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410964378,0.0,4,yes,medium
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,500,realistic_mid,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410964378,0.0,4,yes,medium
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,1000,realistic_mid,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410964378,0.0,4,yes,medium
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,2000,realistic_mid,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410964378,0.0,4,yes,medium
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,20,conservative_high,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240910973,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,100,conservative_high,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240910973,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,500,conservative_high,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240910973,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,1000,conservative_high,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240910973,0.0,4,yes,low
0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,2000,conservative_high,0.05,3.428198937166216e-08,244189.0,8.37128470267681e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240910973,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,20,diagnostic_low,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485275391027,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,diagnostic_low,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485275391027,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,500,diagnostic_low,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485275391027,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,1000,diagnostic_low,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485275391027,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,2000,diagnostic_low,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485275391027,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,20,realistic_mid,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410627386,0.0,4,yes,medium
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,realistic_mid,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410627386,0.0,4,yes,medium
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,500,realistic_mid,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410627386,0.0,4,yes,medium
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,1000,realistic_mid,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410627386,0.0,4,yes,medium
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,2000,realistic_mid,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410627386,0.0,4,yes,medium
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,20,conservative_high,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240573981,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,conservative_high,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240573981,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,500,conservative_high,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240573981,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,1000,conservative_high,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240573981,0.0,4,yes,low
0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,2000,conservative_high,0.05,3.428198937166216e-08,145889.0,5.001365147442421e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.02451162240573981,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,20,diagnostic_low,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485276090481,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,100,diagnostic_low,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485276090481,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,diagnostic_low,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485276090481,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,1000,diagnostic_low,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485276090481,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,2000,diagnostic_low,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485276090481,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,20,realistic_mid,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410697332,0.0,4,yes,medium
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,100,realistic_mid,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410697332,0.0,4,yes,medium
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,realistic_mid,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410697332,0.0,4,yes,medium
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,1000,realistic_mid,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410697332,0.0,4,yes,medium
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,2000,realistic_mid,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,220000,190000,95000,50000,0.007542037661765675,0.00651357798061581,0.003256788990307905,0.0017140994685831078,0.01902650410697332,0.0,4,yes,medium
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,20,conservative_high,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406439264,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,100,conservative_high,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406439264,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,conservative_high,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406439264,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,1000,conservative_high,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406439264,0.0,4,yes,low
0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,2000,conservative_high,0.05,3.428198937166216e-08,166292.0,5.700820576592444e-12,280000,240000,130000,65000,0.009598957024065404,0.008227677449198919,0.00445665861831608,0.00222832930915804,0.024511622406439264,0.0,4,yes,low
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,20,diagnostic_low,0.05,3.428198937166216e-08,245520.0,8.416914030530492e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485278806576,0.0,4,yes,low
0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,100,diagnostic_low,0.05,3.428198937166216e-08,245520.0,8.416914030530492e-12,180000,150000,70000,45000,0.0061707580868991885,0.005142298405749324,0.002399739256016351,0.0015426895217247971,0.015255485278806576,0.0,4,yes,low
