pool_id,virtual_notional_usd,prior_slippage_pct,precise_slippage_pct,prior_capacity_pass,precise_capacity_pass,prior_confidence,precise_confidence,delta_slippage,delta_capacity,direction
0x4e962bb3889bf030368f56810a9c96b83cb3e778,1000,2.5878258640995497,99.9998092885223,no,yes,low,medium,97.41198342442274,improved,worse
0x4e962bb3889bf030368f56810a9c96b83cb3e778,2000,5.5471261736139,99.99980929107394,no,yes,low,medium,94.45268311746004,improved,worse
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,20,0.034999999999999996,0.166685,yes,yes,high,high,0.131685,same,worse
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,100,0.20555831504040337,0.152757,yes,yes,high,high,-0.05280131504040336,same,improved
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,500,1.2072634537785634,0.005296278804352134,yes,yes,low,high,-1.2019671749742111,same,improved
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1000,2.5878258640995497,0.0748185911188991,no,yes,low,medium,-2.5130072729806505,improved,improved
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,2000,5.5471261736139,0.22213562203706855,no,yes,low,medium,-5.324990551576831,improved,improved
0x9a993fc0eec60faaa0c391ff11b840ce16685150,20,0.034999999999999996,,yes,no,high,low,,worse,unknown
0x9a993fc0eec60faaa0c391ff11b840ce16685150,100,0.20555831504040337,,yes,no,high,low,,worse,unknown
0x9a993fc0eec60faaa0c391ff11b840ce16685150,500,1.2072634537785634,,yes,no,low,low,,worse,unknown
0x9a993fc0eec60faaa0c391ff11b840ce16685150,1000,2.5878258640995497,,no,no,low,low,,same,unknown
0x9a993fc0eec60faaa0c391ff11b840ce16685150,2000,5.5471261736139,,no,no,low,low,,same,unknown
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,20,0.034999999999999996,99.99980937858835,yes,yes,high,high,99.96480937858836,same,worse
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,100,0.20555831504040337,99.99980938686394,yes,yes,high,high,99.79425107182354,same,worse
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,500,1.2072634537785634,99.99980944755164,yes,yes,low,high,98.79254599377307,same,worse
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,1000,2.5878258640995497,99.99980952382502,no,yes,low,medium,97.41198365972548,improved,worse
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,2000,5.5471261736139,99.99980967623388,no,yes,low,medium,94.45268350261998,improved,worse
0xd0b53d9277642d899df5c87a3966a349a798f224,20,0.0315,10.747544868698656,yes,yes,high,high,10.716044868698656,same,worse
0xd0b53d9277642d899df5c87a3966a349a798f224,100,0.18500248353636303,13.749141474305556,yes,yes,high,high,13.564138990769193,same,worse
0xd0b53d9277642d899df5c87a3966a349a798f224,500,1.0865371084007072,28.001767658687054,yes,yes,low,high,26.915230550286346,same,worse
0xd0b53d9277642d899df5c87a3966a349a798f224,1000,2.329043277689595,41.783348746203544,no,yes,low,medium,39.45430546851395,improved,worse
0xd0b53d9277642d899df5c87a3966a349a798f224,2000,4.99241355625251,70.89018919341216,no,yes,low,medium,65.89777563715964,improved,worse
0xb94b22332abf5f89877a14cc88f2abc48c34b3df,20,0.02835,99.99980928203975,yes,yes,high,high,99.97145928203975,same,worse
0xb94b22332abf5f89877a14cc88f2abc48c34b3df,100,0.16650223518272672,99.99980945582723,yes,yes,high,high,99.8333072206445,same,worse
0xb94b22332abf5f89877a14cc88f2abc48c34b3df,500,0.9778833975606364,99.99981033717799,yes,yes,low,high,99.02192693961736,same,worse
0xb94b22332abf5f89877a14cc88f2abc48c34b3df,1000,2.0961389499206353,99.9998114295564,no,yes,low,medium,97.90367247963577,improved,worse
0xb94b22332abf5f89877a14cc88f2abc48c34b3df,2000,4.493172200627258,99.99981359452076,no,yes,low,medium,95.5066413938935,improved,worse
0x160d7e9d948b16c163332a277b393c288408eb12,20,0.02835,1.388006412173085e-09,yes,yes,high,medium,-0.02834999861199359,same,same
0x160d7e9d948b16c163332a277b393c288408eb12,100,0.16650223518272672,8.740744157674865e-12,yes,yes,high,medium,-0.166502235173986,same,improved
0x160d7e9d948b16c163332a277b393c288408eb12,500,0.9778833975606364,8.740744157674865e-12,yes,yes,low,low,-0.9778833975518956,same,improved
0x160d7e9d948b16c163332a277b393c288408eb12,1000,2.0961389499206353,8.740744157674865e-12,no,yes,low,low,-2.0961389499118948,improved,improved
0x160d7e9d948b16c163332a277b393c288408eb12,2000,4.493172200627258,8.740744157674865e-12,no,yes,low,low,-4.493172200618518,improved,improved
0x8a8e4170c09074b109352190d47e54d7c1f61e4e,20,0.02835,100.0,yes,yes,high,medium,99.97165,same,worse
0x8a8e4170c09074b109352190d47e54d7c1f61e4e,100,0.16650223518272672,100.0,yes,yes,high,medium,99.83349776481727,same,worse
0x8a8e4170c09074b109352190d47e54d7c1f61e4e,500,0.9778833975606364,100.0,yes,yes,low,low,99.02211660243937,same,worse
0x8a8e4170c09074b109352190d47e54d7c1f61e4e,1000,2.0961389499206353,100.0,no,yes,low,low,97.90386105007937,improved,worse
0x8a8e4170c09074b109352190d47e54d7c1f61e4e,2000,4.493172200627258,100.0,no,yes,low,low,95.50682779937274,improved,worse
0x42d4a22cad0f5a49681a5715ce994af73a43b76b,20,0.02835,,yes,no,low,low,,worse,unknown
0x42d4a22cad0f5a49681a5715ce994af73a43b76b,100,0.16650223518272672,,yes,no,low,low,,worse,unknown
0x42d4a22cad0f5a49681a5715ce994af73a43b76b,500,0.9778833975606364,,yes,no,low,low,,worse,unknown
0x42d4a22cad0f5a49681a5715ce994af73a43b76b,1000,2.0961389499206353,,no,no,low,low,,same,unknown
0x42d4a22cad0f5a49681a5715ce994af73a43b76b,2000,4.493172200627258,,no,no,low,low,,same,unknown
0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,20,0.02835,99.9919414194413,yes,yes,high,high,99.9635914194413,same,worse
0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,100,0.16650223518272672,99.99194141944483,yes,yes,high,high,99.8254391842621,same,worse
0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,500,0.9778833975606364,99.99194141946242,yes,yes,low,high,99.01405802190179,same,worse
0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,1000,2.0961389499206353,99.99194139523416,no,yes,low,medium,97.89580244531354,improved,worse
0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,2000,4.493172200627258,99.99194139527816,no,yes,low,medium,95.4987691946509,improved,worse
0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,20,0.02835,,yes,no,low,low,,worse,unknown
0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,100,0.16650223518272672,,yes,no,low,low,,worse,unknown
0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,500,0.9778833975606364,,yes,no,low,low,,worse,unknown
0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,1000,2.0961389499206353,,no,no,low,low,,same,unknown
0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,2000,4.493172200627258,,no,no,low,low,,same,unknown
0x3f0296bf652e19bca772ec3df08b32732f93014a,20,0.03247147954585585,0.12936215915183893,yes,yes,high,high,0.09689067960598308,same,worse
0x3f0296bf652e19bca772ec3df08b32732f93014a,100,0.19070807492328715,0.16828772231143296,yes,yes,high,high,-0.022420352611854183,same,same
0x3f0296bf652e19bca772ec3df08b32732f93014a,500,1.1200465870237117,0.17292243051219292,yes,yes,low,high,-0.9471241565115188,same,improved
0x3f0296bf652e19bca772ec3df08b32732f93014a,1000,2.400872417552722,0.1417540294602732,no,yes,low,medium,-2.259118388092449,improved,improved
0x3f0296bf652e19bca772ec3df08b32732f93014a,2000,5.1463826881367245,0.1533461804974494,no,yes,low,medium,-4.993036507639275,improved,improved
0x0ab02e160f0df68dc049b012c514857306960eae,20,0.030083100536324504,,yes,no,low,low,,worse,unknown
0x0ab02e160f0df68dc049b012c514857306960eae,100,0.17668089878394055,,yes,no,low,low,,worse,unknown
0x0ab02e160f0df68dc049b012c514857306960eae,500,1.037663652967168,,yes,no,low,low,,worse,unknown
0x0ab02e160f0df68dc049b012c514857306960eae,1000,2.22428073257736,,no,no,low,low,,same,unknown
0x0ab02e160f0df68dc049b012c514857306960eae,2000,4.767850124814401,,no,no,low,low,,same,unknown
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,20,0.0486,,yes,no,low,low,,worse,unknown
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,100,0.3093511780777809,,yes,no,low,low,,worse,unknown
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,500,1.9690977649817056,,yes,no,low,low,,worse,unknown
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,1000,4.369701535081449,,no,no,low,low,,same,unknown
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2000,9.69697485074875,,no,no,low,low,,same,unknown
0x3c4384f3664b37a3cb5a5cb3452b4b4a3aa1256f,20,0.0315,0.0,yes,yes,high,high,-0.0315,same,same
0x3c4384f3664b37a3cb5a5cb3452b4b4a3aa1256f,100,0.18500248353636303,0.0,yes,yes,high,high,-0.18500248353636303,same,improved
0x3c4384f3664b37a3cb5a5cb3452b4b4a3aa1256f,500,1.0865371084007072,0.0,yes,yes,low,high,-1.0865371084007072,same,improved
0x3c4384f3664b37a3cb5a5cb3452b4b4a3aa1256f,1000,2.329043277689595,0.0,no,yes,low,medium,-2.329043277689595,improved,improved
0x3c4384f3664b37a3cb5a5cb3452b4b4a3aa1256f,2000,4.99241355625251,0.0,no,yes,low,medium,-4.99241355625251,improved,improved
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,20,0.0315,,yes,no,low,low,,worse,unknown
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,100,0.18500248353636303,,yes,no,low,low,,worse,unknown
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,500,1.0865371084007072,,yes,no,low,low,,worse,unknown
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,1000,2.329043277689595,,no,no,low,low,,same,unknown
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,2000,4.99241355625251,,no,no,low,low,,same,unknown
0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,20,0.029223210220781205,,yes,no,low,low,,worse,unknown
0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,100,0.1716306815158651,,yes,no,low,low,,worse,unknown
0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,500,1.0080032486182096,,yes,no,low,low,,worse,unknown
0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,1000,2.1607022640387408,,no,no,low,low,,same,unknown
0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,2000,4.631566694077619,,no,no,low,low,,same,unknown
0x9c087eb773291e50cf6c6a90ef0f4500e349b903,20,0.039604503838962246,6.9261503101091514e-15,yes,yes,high,medium,-0.03960450383895532,same,same
0x9c087eb773291e50cf6c6a90ef0f4500e349b903,100,0.23260100220423613,9.827805085885713e-16,yes,yes,high,medium,-0.23260100220423516,same,improved
0x9c087eb773291e50cf6c6a90ef0f4500e349b903,500,1.3660877168517696,1.903312017191607e-16,yes,yes,low,low,-1.3660877168517693,same,improved
0x9c087eb773291e50cf6c6a90ef0f4500e349b903,1000,2.92827312483704,1.903312017191607e-16,no,yes,low,low,-2.92827312483704,improved,improved
0x9c087eb773291e50cf6c6a90ef0f4500e349b903,2000,6.276890852517132,9.127503836048438e-17,no,yes,low,low,-6.276890852517132,improved,improved
0xdb7795a08556d75ff1cdae2839d4f81c4e3c7636c40fb8d47c84db361ec63015,20,0.054,,yes,no,low,low,,worse,unknown
0xdb7795a08556d75ff1cdae2839d4f81c4e3c7636c40fb8d47c84db361ec63015,100,0.3437235311975343,,yes,no,low,low,,worse,unknown
0xdb7795a08556d75ff1cdae2839d4f81c4e3c7636c40fb8d47c84db361ec63015,500,2.1878864055352287,,no,no,low,low,,same,unknown
0xdb7795a08556d75ff1cdae2839d4f81c4e3c7636c40fb8d47c84db361ec63015,1000,4.855223927868278,,no,no,low,low,,same,unknown
0xdb7795a08556d75ff1cdae2839d4f81c4e3c7636c40fb8d47c84db361ec63015,2000,10.774416500831945,,no,no,low,low,,same,unknown
0xe2444faa67022125a059c19d5737d8e4dad251fa,20,0.054,,yes,no,low,low,,worse,unknown
0xe2444faa67022125a059c19d5737d8e4dad251fa,100,0.3437235311975343,,yes,no,low,low,,worse,unknown
0xe2444faa67022125a059c19d5737d8e4dad251fa,500,2.1878864055352287,,no,no,low,low,,same,unknown
0xe2444faa67022125a059c19d5737d8e4dad251fa,1000,4.855223927868278,,no,no,low,low,,same,unknown
0xe2444faa67022125a059c19d5737d8e4dad251fa,2000,10.774416500831945,,no,no,low,low,,same,unknown
0x659be70647b0f63217d60e077f4417b1ecc65064,20,0.04450672897288748,,yes,no,low,low,,worse,unknown
0x659be70647b0f63217d60e077f4417b1ecc65064,100,0.2613922347321901,,yes,no,low,low,,worse,unknown
0x659be70647b0f63217d60e077f4417b1ecc65064,500,1.5351813524627027,,yes,no,low,low,,worse,unknown
0x659be70647b0f63217d60e077f4417b1ecc65064,1000,3.2907332675002,,no,no,low,low,,same,unknown
0x659be70647b0f63217d60e077f4417b1ecc65064,2000,7.053841176784122,,no,no,low,low,,same,unknown
0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,20,0.054,,yes,no,low,low,,worse,unknown
0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,100,0.3437235311975343,,yes,no,low,low,,worse,unknown
0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,500,2.1878864055352287,,no,no,low,low,,same,unknown
0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,1000,4.855223927868278,,no,no,low,low,,same,unknown
0x0fbcaaf346e1b812a63b2cf196841ed7664ae1d4fa3e9fd93b29266801c15f44,2000,10.774416500831945,,no,no,low,low,,same,unknown
DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ,20,,,no,no,low,low,,same,unknown
DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ,100,,,no,no,low,low,,same,unknown
DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ,500,,,no,no,low,low,,same,unknown
DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ,1000,,,no,no,low,low,,same,unknown
DJNtGuBGEQiUCWE8F981M2C3ZghZt2XLD8f2sQdZ6rsZ,2000,,,no,no,low,low,,same,unknown
