run_id,pool_id,token_pair,chain,pool_type,quote_method,quote_side,virtual_notional_usd,input_token,output_token,amount_in_raw,amount_out_raw,amount_in_usd,amount_out_usd,estimated_slippage_pct,estimated_price_impact_pct,sqrt_price_x96_after,initialized_ticks_crossed,gas_estimate,quote_block_number,quote_ts,quote_success,confidence,invalid_reason,read_only_safe,wallet_or_tx_touched,created_at
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,20,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,10095282979808746,19962981,20,19.962981,0.185095,0.11400584280481577,3524419790515215212025901,1,203676,46762941,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,100,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,50476414899043733,99814784,100,99.814784,0.185216,0.11424722088781782,3524415532069304675635519,1,203676,46762941,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,500,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,252382074495218667,499070909,500,499.070909,0.1858182,0.11545409817870589,3524394239994111460735365,1,203676,46762941,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,1000,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,504764148990437334,997872894,1000,997.872894,0.2127106,0.1379227612805238,3523997817905543762279815,1,203434,46762941,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,2000,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,1009528297980874669,1995715652,2000,1995.715652,0.2142174,0.14093868390690512,3523944603585884286703581,1,204246,46762941,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,20,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,20000000,10101194320970735,20,20.011711095516215,0.0,0.13484629797291656,3524052099604790680956406,1,199647,46762941,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,100,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,100000000,50511706730532677,100,100.06991746850392,0.0,0.14866252221072182,3523808316982099931559295,1,199631,46762941,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,500,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,500000000,252557006951808623,500,500.34656275993416,0.0,0.1474553208356813,3523829618316141276705250,1,199631,46762941,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,1000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,1000000000,505479213593887798,1000,1001.4166311234279,0.0,0.14594410394709387,3523856283889363062975407,1,132159,46762941,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,2000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,2000000000,1010261695047211600,2000,2001.4529499921969,0.0,0.1537158756513636,3523719148050383522734527,1,199731,46762941,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,20,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,14500469680,4919654805576626622103,20,9746442.601789908,0.0,22.096632007213493,144749561344209109691100,21,910797,46762942,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,100,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,72502348401,5756907429765931675539,100,11405143.256073432,0.0,166878035976.26285,5351370302651255486652276925,101,6859870,46762942,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,500,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,362511742005,5756907439875263237863,500,11405143.276101265,0.0,6597711435968.208,33648218276011266336985220485,101,6886419,46762942,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,1000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,725023484010,5756907440855039795943,1000,11405143.278042322,0.0,27759395115456.086,69019278242683463314350959526,101,6886398,46762942,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,2000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,1450046968020,5754238100154533607948,2000,11399854.985072536,0.0,113827730517758.86,139762111313818550246500598693,101,6899870,46762942,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,20,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,10095282979808746,27639,20,3.8121523798277914e-05,99.99980939238101,0.15228381090367718,131097932529351270055287,1,139323,46762942,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,100,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,50476414899043733,138197,100,0.0001906103775227256,99.99980938962247,0.15220653669586218,131097881953915288954320,1,139323,46762942,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,500,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,252382074495218667,690977,500,0.000953040853488284,99.9998093918293,0.17336326341922842,131111728157089360018330,1,223429,46762942,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,1000,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,504764148990437334,1382180,1000,0.0019063934210175393,99.99980936065789,0.166880373045726,131107485528684453573484,1,139329,46762942,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,2000,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,1009528297980874669,2764347,2000,0.003812768911581395,99.99980936155443,0.16591424070348412,131106853246401914427063,1,139329,46762942,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,20,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,10095282979808746,19966663,20,19.966663,0.166685,0.15094875176145717,3523555858135066593060566,0,203739,46762944,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,100,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,50476414899043733,99847243,100,99.847243,0.152757,0.15412176885362025,3523499871665255395726912,0,192911,46762944,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,500,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,252382074495218667,498805391,500,498.805391,0.2389218,0.3391428334839659,3520233717855152120205734,3,364856,46762944,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,1000,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,504764148990437334,996117886,1000,996.117886,0.3882114,0.7921843053488892,3512223409304573511770575,16,881775,46762944,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,2000,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,1009528297980874669,1982050916,2000,1982.050916,0.8974542,2.086242361746169,3489241653082565339508050,23,1149953,46762944,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,20,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,20000000,10104519333012154,20,20.018298354235103,0.0,0.08312432095308715,3524752377269630597374042,0,188884,46762944,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,100,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,100000000,50514047259334267,100,100.07455434457023,0.0,0.049521122425372224,3525345034897937343665298,1,243431,46762944,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,500,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,500000000,252368707636901193,500,499.97351860597826,0.005296278804352134,0.09151200821641878,3527831342059284142665632,4,350928,46762944,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,1000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,1000000000,504386491565689389,1000,999.251814088811,0.0748185911188991,0.21321451437021938,3529975457352075232504323,7,458452,46762944,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,2000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,2000000000,1007285776016514623,2000,1995.5572875592586,0.22213562203706855,0.5375090966521023,3535682425738985939524222,11,601871,46762944,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,20,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,14500469680,9172283822,20,9172.283822,0.0,354971537793.07294,175335397979308672893833452047041,23,11467285,46762946,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,100,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,72502348401,9172286124,100,9172.286124,0.0,8888020576802.025,877355015437663358339752434512241,23,12968074,46762946,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,500,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,362511742005,9172286532,500,9172.286532,0.0,222269207512951.8,4387453108586966449960825343194013,23,14472361,46762946,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,1000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,725023484010,9172286565,1000,9172.286565,0.0,889111179819226.8,8775075726188000653616719285345594,23,15118527,46762946,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,2000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,1450046968020,9172286565,2000,9172.286565,0.0,3556513420011066.5,17550320961894158754614421260167845,23,15765213,46762946,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,20,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,20000000,27655,20,3.8143592048966165e-05,99.99980928203975,0.24053264060867197,2946419093810203931137348999,0,205633,46762946,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,100,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,100000000,138149,100,0.00019054417277066088,99.99980945582723,0.054102375472746676,2943677900612263404262562023,0,205565,46762946,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,500,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,500000000,687550,500,0.0009483141100439952,99.99981033717799,0.8702932584481912,2930048088230904702564763633,0,205617,46762946,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,1000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,1000000000,1367180,1000,0.0018857044359973083,99.9998114295564,2.0134680357292125,2913104277270088792909449202,1,267014,46762946,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,2000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,2000000000,2702967,2000,0.003728109584878609,99.99981359452076,4.279677092763913,2879220427602646819277001119,3,337387,46762946,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,invalid,token0_to_token1,20,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,20,,,,,,,46762948,1780315276,no,low,amount_in_raw_build_failed,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,invalid,token0_to_token1,100,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,100,,,,,,,46762948,1780315276,no,low,amount_in_raw_build_failed,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,invalid,token0_to_token1,500,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,500,,,,,,,46762948,1780315276,no,low,amount_in_raw_build_failed,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,invalid,token0_to_token1,1000,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,1000,,,,,,,46762948,1780315276,no,low,amount_in_raw_build_failed,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,invalid,token0_to_token1,2000,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,2000,,,,,,,46762948,1780315276,no,low,amount_in_raw_build_failed,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,20,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,20000000,0,20,0.0,100.0,0.0,,,,46762948,1780315276,yes,medium,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,100,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,100000000,0,100,0.0,100.0,0.0,,,,46762948,1780315276,yes,medium,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,500,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,500000000,0,500,0.0,100.0,0.0,,,,46762948,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,1000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,1000000000,0,1000,0.0,100.0,0.0,,,,46762948,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,2000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832,2000000000,0,2000,0.0,100.0,0.0,,,,46762948,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,20,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,14500469680,79534120255552064226,20,157566.89617245147,0.0,1436908254110.605,15707418938632040655553286696,254,24580991,46762953,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,100,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,72502348401,79534120546611643036,100,157566.89674907638,0.0,36929596237921.016,79630159762104422591910929002,254,26090230,46762953,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,500,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,362511742005,79534120603867309959,500,157566.8968625069,0.0,928316108566935.8,399243864440262408448214957494,254,27599651,46762953,1780315276,yes,high,,yes,no,1780315276
