pool,pool_name,size_usd,range_pct,hold_hours,hedge_ratio,funding_apr_pct,perp_fee_pct,fee_per_dollar_per_day,lp_fee_usd,il_estimate_usd,hedge_notional_usd,hedge_funding_cost_usd,hedge_trading_fee_usd,residual_delta_risk_usd,gas_cycle_usd,rebalance_cost_usd,net_pnl_unhedged_usd,net_pnl_hedged_usd,signal_noise_unhedged,signal_noise_hedged,recommendation
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,1,0.750000,5,0.020000,0.011988,0.024974,0.003167,37.500000,-0.000214,0.007500,0.102062,0.079500,0.079500,-0.057692,-0.246540,13.773342,0.414484,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,1,0.750000,5,0.050000,0.011988,0.024974,0.003167,37.500000,-0.000214,0.018750,0.102062,0.079500,0.079500,-0.057692,-0.257790,13.773342,0.414484,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,1,0.750000,5,0.100000,0.011988,0.024974,0.003167,37.500000,-0.000214,0.037500,0.102062,0.079500,0.079500,-0.057692,-0.276540,13.773342,0.414484,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,1,0.750000,20,0.020000,0.011988,0.024974,0.003167,37.500000,-0.000856,0.007500,0.102062,0.079500,0.079500,-0.057692,-0.245898,13.773342,0.414484,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,1,0.750000,20,0.050000,0.011988,0.024974,0.003167,37.500000,-0.000856,0.018750,0.102062,0.079500,0.079500,-0.057692,-0.257148,13.773342,0.414484,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,1,0.750000,20,0.100000,0.011988,0.024974,0.003167,37.500000,-0.000856,0.037500,0.102062,0.079500,0.079500,-0.057692,-0.275898,13.773342,0.414484,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,-20,0.020000,0.011988,0.149847,0.019000,25.000000,0.003425,0.005000,0.500000,0.079500,0.079500,0.051347,-0.536578,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,-20,0.050000,0.011988,0.149847,0.019000,25.000000,0.003425,0.012500,0.500000,0.079500,0.079500,0.051347,-0.544078,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,-20,0.100000,0.011988,0.149847,0.019000,25.000000,0.003425,0.025000,0.500000,0.079500,0.079500,0.051347,-0.556578,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,-5,0.020000,0.011988,0.149847,0.019000,25.000000,0.000856,0.005000,0.500000,0.079500,0.079500,0.051347,-0.534009,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,-5,0.050000,0.011988,0.149847,0.019000,25.000000,0.000856,0.012500,0.500000,0.079500,0.079500,0.051347,-0.541509,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,-5,0.100000,0.011988,0.149847,0.019000,25.000000,0.000856,0.025000,0.500000,0.079500,0.079500,0.051347,-0.554009,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,0,0.020000,0.011988,0.149847,0.019000,25.000000,-0.000000,0.005000,0.500000,0.079500,0.079500,0.051347,-0.533153,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,0,0.050000,0.011988,0.149847,0.019000,25.000000,-0.000000,0.012500,0.500000,0.079500,0.079500,0.051347,-0.540653,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,0,0.100000,0.011988,0.149847,0.019000,25.000000,-0.000000,0.025000,0.500000,0.079500,0.079500,0.051347,-0.553153,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,5,0.020000,0.011988,0.149847,0.019000,25.000000,-0.000856,0.005000,0.500000,0.079500,0.079500,0.051347,-0.532297,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,5,0.050000,0.011988,0.149847,0.019000,25.000000,-0.000856,0.012500,0.500000,0.079500,0.079500,0.051347,-0.539797,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,5,0.100000,0.011988,0.149847,0.019000,25.000000,-0.000856,0.025000,0.500000,0.079500,0.079500,0.051347,-0.552297,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,20,0.020000,0.011988,0.149847,0.019000,25.000000,-0.003425,0.005000,0.500000,0.079500,0.079500,0.051347,-0.529729,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,20,0.050000,0.011988,0.149847,0.019000,25.000000,-0.003425,0.012500,0.500000,0.079500,0.079500,0.051347,-0.537229,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.500000,20,0.100000,0.011988,0.149847,0.019000,25.000000,-0.003425,0.025000,0.500000,0.079500,0.079500,0.051347,-0.549729,13.773342,0.504226,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,-20,0.020000,0.011988,0.149847,0.019000,37.500000,0.005137,0.007500,0.250000,0.079500,0.079500,0.051347,-0.290790,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,-20,0.050000,0.011988,0.149847,0.019000,37.500000,0.005137,0.018750,0.250000,0.079500,0.079500,0.051347,-0.302040,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,-20,0.100000,0.011988,0.149847,0.019000,37.500000,0.005137,0.037500,0.250000,0.079500,0.079500,0.051347,-0.320790,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,-5,0.020000,0.011988,0.149847,0.019000,37.500000,0.001284,0.007500,0.250000,0.079500,0.079500,0.051347,-0.286937,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,-5,0.050000,0.011988,0.149847,0.019000,37.500000,0.001284,0.018750,0.250000,0.079500,0.079500,0.051347,-0.298187,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,-5,0.100000,0.011988,0.149847,0.019000,37.500000,0.001284,0.037500,0.250000,0.079500,0.079500,0.051347,-0.316937,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,0,0.020000,0.011988,0.149847,0.019000,37.500000,-0.000000,0.007500,0.250000,0.079500,0.079500,0.051347,-0.285653,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,0,0.050000,0.011988,0.149847,0.019000,37.500000,-0.000000,0.018750,0.250000,0.079500,0.079500,0.051347,-0.296903,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,0,0.100000,0.011988,0.149847,0.019000,37.500000,-0.000000,0.037500,0.250000,0.079500,0.079500,0.051347,-0.315653,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,5,0.020000,0.011988,0.149847,0.019000,37.500000,-0.001284,0.007500,0.250000,0.079500,0.079500,0.051347,-0.284369,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,5,0.050000,0.011988,0.149847,0.019000,37.500000,-0.001284,0.018750,0.250000,0.079500,0.079500,0.051347,-0.295619,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,5,0.100000,0.011988,0.149847,0.019000,37.500000,-0.001284,0.037500,0.250000,0.079500,0.079500,0.051347,-0.314369,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,20,0.020000,0.011988,0.149847,0.019000,37.500000,-0.005137,0.007500,0.250000,0.079500,0.079500,0.051347,-0.280516,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,20,0.050000,0.011988,0.149847,0.019000,37.500000,-0.005137,0.018750,0.250000,0.079500,0.079500,0.051347,-0.291766,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,6,0.750000,20,0.100000,0.011988,0.149847,0.019000,37.500000,-0.005137,0.037500,0.250000,0.079500,0.079500,0.051347,-0.310516,13.773342,0.972838,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,-20,0.020000,0.008391,0.419571,0.076000,25.000000,0.013699,0.005000,1.000000,0.079500,0.079500,0.264071,-0.834128,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,-20,0.050000,0.008391,0.419571,0.076000,25.000000,0.013699,0.012500,1.000000,0.079500,0.079500,0.264071,-0.841628,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,-20,0.100000,0.008391,0.419571,0.076000,25.000000,0.013699,0.025000,1.000000,0.079500,0.079500,0.264071,-0.854128,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,-5,0.020000,0.008391,0.419571,0.076000,25.000000,0.003425,0.005000,1.000000,0.079500,0.079500,0.264071,-0.823854,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,-5,0.050000,0.008391,0.419571,0.076000,25.000000,0.003425,0.012500,1.000000,0.079500,0.079500,0.264071,-0.831354,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,-5,0.100000,0.008391,0.419571,0.076000,25.000000,0.003425,0.025000,1.000000,0.079500,0.079500,0.264071,-0.843854,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,0,0.020000,0.008391,0.419571,0.076000,25.000000,-0.000000,0.005000,1.000000,0.079500,0.079500,0.264071,-0.820429,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,0,0.050000,0.008391,0.419571,0.076000,25.000000,-0.000000,0.012500,1.000000,0.079500,0.079500,0.264071,-0.827929,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,0,0.100000,0.008391,0.419571,0.076000,25.000000,-0.000000,0.025000,1.000000,0.079500,0.079500,0.264071,-0.840429,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,5,0.020000,0.008391,0.419571,0.076000,25.000000,-0.003425,0.005000,1.000000,0.079500,0.079500,0.264071,-0.817004,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,5,0.050000,0.008391,0.419571,0.076000,25.000000,-0.003425,0.012500,1.000000,0.079500,0.079500,0.264071,-0.824504,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,5,0.100000,0.008391,0.419571,0.076000,25.000000,-0.003425,0.025000,1.000000,0.079500,0.079500,0.264071,-0.837004,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,20,0.020000,0.008391,0.419571,0.076000,25.000000,-0.013699,0.005000,1.000000,0.079500,0.079500,0.264071,-0.806730,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,20,0.050000,0.008391,0.419571,0.076000,25.000000,-0.013699,0.012500,1.000000,0.079500,0.079500,0.264071,-0.814230,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.500000,20,0.100000,0.008391,0.419571,0.076000,25.000000,-0.013699,0.025000,1.000000,0.079500,0.079500,0.264071,-0.826730,9.041339,0.638608,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,-20,0.020000,0.008391,0.419571,0.076000,37.500000,0.020548,0.007500,0.500000,0.079500,0.079500,0.264071,-0.343477,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,-20,0.050000,0.008391,0.419571,0.076000,37.500000,0.020548,0.018750,0.500000,0.079500,0.079500,0.264071,-0.354727,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,-20,0.100000,0.008391,0.419571,0.076000,37.500000,0.020548,0.037500,0.500000,0.079500,0.079500,0.264071,-0.373477,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,-5,0.020000,0.008391,0.419571,0.076000,37.500000,0.005137,0.007500,0.500000,0.079500,0.079500,0.264071,-0.328066,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,-5,0.050000,0.008391,0.419571,0.076000,37.500000,0.005137,0.018750,0.500000,0.079500,0.079500,0.264071,-0.339316,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,-5,0.100000,0.008391,0.419571,0.076000,37.500000,0.005137,0.037500,0.500000,0.079500,0.079500,0.264071,-0.358066,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,0,0.020000,0.008391,0.419571,0.076000,37.500000,-0.000000,0.007500,0.500000,0.079500,0.079500,0.264071,-0.322929,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,0,0.050000,0.008391,0.419571,0.076000,37.500000,-0.000000,0.018750,0.500000,0.079500,0.079500,0.264071,-0.334179,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,0,0.100000,0.008391,0.419571,0.076000,37.500000,-0.000000,0.037500,0.500000,0.079500,0.079500,0.264071,-0.352929,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,5,0.020000,0.008391,0.419571,0.076000,37.500000,-0.005137,0.007500,0.500000,0.079500,0.079500,0.264071,-0.317792,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,5,0.050000,0.008391,0.419571,0.076000,37.500000,-0.005137,0.018750,0.500000,0.079500,0.079500,0.264071,-0.329042,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,5,0.100000,0.008391,0.419571,0.076000,37.500000,-0.005137,0.037500,0.500000,0.079500,0.079500,0.264071,-0.347792,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,20,0.020000,0.008391,0.419571,0.076000,37.500000,-0.020548,0.007500,0.500000,0.079500,0.079500,0.264071,-0.302381,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,20,0.050000,0.008391,0.419571,0.076000,37.500000,-0.020548,0.018750,0.500000,0.079500,0.079500,0.264071,-0.313631,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,24,0.750000,20,0.100000,0.008391,0.419571,0.076000,37.500000,-0.020548,0.037500,0.500000,0.079500,0.079500,0.264071,-0.332381,9.041339,1.192955,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,72,0.500000,-20,0.020000,0.004845,0.726718,0.228000,25.000000,0.041096,0.005000,1.732051,0.079500,0.238500,0.419218,-1.597429,4.374720,0.508883,NO_GO
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,Aerodrome Slipstream WETH/USDC 0.05%,50,1,72,0.500000,-20,0.050000,0.004845,0.726718,0.228000,25.000000,0.041096,0.012500,1.732051,0.079500,0.238500,0.419218,-1.604929,4.374720,0.508883,NO_GO
