pool_address,protocol,name,token0_symbol,token1_symbol,reward_token,reward_apr_est,reward_usd_per_day_per_dollar,gauge_active,emission_continuity,reward_claim_gas_usd,reward_sell_liquidity,reward_token_risk,reward_data_unavailable,data_source_note
0x3e66e55e97ce60096f74b7c475e8249f2d31a9fb,aerodrome-slipstream,USDC / cbBTC 1%,USDC,cbBTC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xd08f1fb797bfacded23323178672557034c64cfa,uniswap-v3-base,deSPXA / USDC 0.05%,deSPXA,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xf27e69b35f31d986b61b9142c65e659015b0d2c8f68becb2d08af4b88c9d9e7c,uniswap-v4-base,America250 / WETH 0.01%,America250,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x7aea2e8a3843516afa07293a10ac8e49906dabd1,uniswap-v3-base,cbBTC / WETH 0.05%,cbBTC,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x3f0296bf652e19bca772ec3df08b32732f93014a,aerodrome-slipstream,VIRTUAL / WETH 0.05%,VIRTUAL,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x037ac9012eca27bf284ad0108b32257a0c56362f,pancakeswap-v3-base,VELVET / USDC 0.01%,VELVET,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xb775272e537cc670c65dc852908ad47015244eaf,pancakeswap-v3-base,WETH / USDC 0.05%,WETH,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x9d14ff91ae2c6e3d1a760542248b6c7f206894b0,aerodrome-slipstream,cbBTC / USDC 0.021%,cbBTC,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xe846373c1a92b167b4e9cd5d8e4d6b1db9e90ec7,aerodrome-slipstream,EURC / USDC 0.05%,EURC,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xc4dfd2d0e26ed19e7a384b5acd6b808fed11d4ffe32c5ca2b1d01a1917ef9571,uniswap-v4-base,America250 / WETH 0.01%,America250,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xf13203ddbf2c9816a79b656a1a952521702715d92fea465b84ae2ed6e94a7f22,uniswap-v4-base,USDT / USDC,USDT,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,hydrex-integral,WETH / cbBTC 0.05%,WETH,cbBTC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x74f72788f4814d7ff3c49b44684aa98eee140c0e,aerodrome-slipstream,msETH / WETH 0.05%,msETH,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xf39b7c34be147f5dc1bc374f27af2e9f03ad3113,aerodrome-slipstream,EURC / USDC 0.007%,EURC,USDC 0.007%,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,hydrex-integral,WETH / USDC 0.05%,WETH,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x7501bc8bb51616f79bfa524e464fb7b41f0b10fb,aerodrome-slipstream,msUSD / USDC 0.05%,msUSD,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x285abfb63aa5276b207f379169d6097972490424,uniswap-v3-base,CTR / USDC 0.01%,CTR,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xc5e51044eb7318950b1afb044fccfb25782c48c1,aerodrome-slipstream,EURC / USDC 0.01%,EURC,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x7c7420dd105e2779316423ba3e973f434315efa9,aerodrome-slipstream,cbBTC / WETH 0.009%,cbBTC,WETH 0.009%,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,aerodrome-slipstream,VVV / WETH 0.05%,VVV,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xd56da2b74ba826f19015e6b7dd9dae1903e85da1,uniswap-v3-base,USDT / USDC 0.01%,USDT,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x187832a65e749278e1235d507320bfc4e2be168b9fea6dcaab3e3b7350300e38,uniswap-v4-base,CTR / USDC 0.03%,CTR,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x5e8d9a69431c9b6c07496d5bd00b9c15e70e40eb655c44d689fddd6e2eddc89f,uniswap-v4-base,CTR / USDC 0.018%,CTR,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x9b8fe4136216b7091ffd98fb2aae9cdfc2656faf9116ee9b0b06b01e84d2f353,uniswap-v4-base,America250 / WETH 0.01%,America250,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xb4cb800910b228ed3d0834cf79d697127bbb00e5,uniswap-v3-base,WETH / USDC 0.01%,WETH,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x1131db5977242a03ebead1acd18f80a9a29e5922,aerodrome-slipstream,SOL / USDC 0.022%,SOL,USDC 0.022%,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xaa5fe7dcc07dcb8b7afcd1b93874e7cb1e0ab50b,aerodrome-slipstream,EURC / WETH 0.05%,EURC,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x8a8e4170c09074b109352190d47e54d7c1f61e4e,aerodrome-slipstream,PROS / USDC 0.01%,PROS,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x2fbe93bf7177596c5d04675bdcef7bacaf98bd954dc26829fcda39f122239459,uniswap-v4-base,ETH / cbBTC 0.05%,ETH,cbBTC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xd06157bb7da98e30e99365a5b13e08e5a2204b7bb56e79f9d60bd3139fea7ba6,uniswap-v4-base,America250 / WETH 0.01%,America250,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x61b3c106902fb89e2aaf2c6b950f3250610bc45db31992fa7762b15cda1d0b59,uniswap-v4-base,VLRA / WETH 0.3%,VLRA,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x9785ef59e2b499fb741674ecf6faf912df7b3c1b,aerodrome-slipstream,USDT / WETH 0.05%,USDT,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xa135b59fe221c0c8d441294f97f96fbc37bc9fbe,aerodrome-slipstream,VVV / WETH 0.3%,VVV,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x01784ef301d79e4b2df3a21ad9a536d4cf09a5ce,aerodrome-slipstream,VVV / WETH,VVV,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xe093c7056f1d5f46f88de7bf366b3569e1839778,curve-base,USDT / USDC,USDT,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x0bbecc145bef151e8090c7cb9d1f64654bfcd086,uniswap-v3-base,CTR / USDC 0.02%,CTR,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x2aa8c73940d5705546d6dc38a1256967a4d3a025f5ece34dc114590bc7a8a294,uniswap-v4-base,MESSI / WETH 0.01%,MESSI,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x29183f918920a2aef0115a9c7374945589968aea,uniswap-v3-base,SOSO / USDC 0.01%,SOSO,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xccfa472815563ff9eb2de95c7b2be1ccf91f7f31,aerodrome-slipstream,SOL / cbBTC 0.029%,SOL,cbBTC 0.029%,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x696bea324368d0c6de5439aa62a6611ad72bf916f3b0d056ae40bbd52855e052,uniswap-v4-base,CTR / USDC 0.019%,CTR,USDC 0.019%,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x838758bcbdaae11beaea28ecddc54b14ffeccb602f4157713ef4c207ae261a18,uniswap-v4-base,PROFIT / WETH 0.01%,PROFIT,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x03bd201cac455242cf42f8c3a1f490a0c0f48c4a8d80c67b1b16f7e563ad70a3,uniswap-v4-base,POD / WETH 0.01%,POD,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,uniswap-v3-base,DEGEN / WETH 0.3%,DEGEN,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x077f7a989cd6865aa4eb7659d844bf4b47ecc5aa,pancakeswap-v3-base,PLAY / USDC 0.25%,PLAY,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x65df700277277dc6fc937f1235c46221b557dc5c8fa5344cce23b8a9a118e5e0,uniswap-v4-base,America250 / WETH 0.01%,America250,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x366dce1fc8daefae69e62435d4bde7c0db3b5f1a6f88e684546105d6c63e8d89,uniswap-v4-base,Basey / WETH 0.05%,Basey,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xa93f13cb6f20cd24610816c3360bab7615e2a935,curve-base,cbBTC / USDC,cbBTC,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xf2c832b6999f0246ed504c69ac1bfb97de0b8d50,aerodrome-slipstream,PLAY / USDC 0.3%,PLAY,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x4e829f8a5213c42535ab84aa40bd4adcce9cba02,aerodrome-slipstream,BRETT / WETH 1%,BRETT,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x9520e1a3bfd86da6c1e9e5ee4b9c2f11c413358f,aerodrome-slipstream,VIRTUAL / WETH 0.028%,VIRTUAL,WETH 0.028%,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x8c7080564b5a792a33ef2fd473fba6364d5495e5,uniswap-v3-base,cbBTC / WETH 0.3%,cbBTC,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x4e506648d493c8870f55e870480f92f2f33ece51,aerodrome-slipstream,AERO / WETH 0.3%,AERO,WETH,AERO,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x4545410f7601b34a779edcebc641e529f465eeaa,curve-base,WETH / USDC,WETH,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x6cdcb1c4a4d1c3c6d054b27ac5b77e89eafb971d,aerodrome-slipstream,AERO / USDC,AERO,USDC,AERO,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xe070797535b13431808f8fc81fdbe7b41362960ed0b55bc2b6117c49c51b7eb9,uniswap-v4-base,ETH / USDC 0.3%,ETH,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xec558e484cc9f2210714e345298fdc53b253c27d,uniswap-v3-base,cbBTC / USDC 0.3%,cbBTC,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x4e392fbfe4d0557c82d2f97f02ec39daa31516dd,aerodrome-slipstream,WETH / USDC 0.008%,WETH,USDC 0.008%,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xe4945201903bfbfacbc5bf2ff460332d102dacd49e992db675a8486ec1e10962,uniswap-v4-base,CTR / USDC 0.02%,CTR,USDC,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xec13e90c454e2462a835fd3bdfa6f58aff13b67cc1befba26b35501bf04511ce,uniswap-v4-base,stupidmoney / WETH 0.01%,stupidmoney,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xfe39a426f0ee22cb45ad324e99ae028466127c212178cb81f5fa70ed67ced125,uniswap-v4-base,CHANCE / WETH 0.01%,CHANCE,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x513a3a1539c3982ef16e2ef1cc892634c32f69f27f4b47efee5298cf6f425f78,uniswap-v4-base,Oarcoin / WETH 0.01%,Oarcoin,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0xdfe5f275020def30993f042174fc2d335678b626,aerodrome-slipstream,AERO / cbBTC 0.6%,AERO,cbBTC 0.6%,AERO,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x9c087eb773291e50cf6c6a90ef0f4500e349b903,uniswap-v3-base,VIRTUAL / WETH 0.05%,VIRTUAL,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x2a28807e21c70732ebd0b51eaf406000c7411054a6fb186f90efa4143d8864a5,uniswap-v4-base,POKMONCLONE / WETH 0.01%,POKMONCLONE,WETH,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
0x63d81c997aea649b5b121a3ad1c8add4476c39480538567be282c5acb62647a8,uniswap-v4-base,CTR / USDC 0.015%,CTR,USDC 0.015%,,,,,,,,,True,Aerodrome public subgraph is offline; no public free replacement returns gauge reward data today. AERO paired pools retain theoretical AERO emissions but no per-pool rate is observable without on-chain voter contract address and historical state.
