pool_address,notional_usd,hold_window,scenario,gross_fee_usd,il_lvr_cost_usd,total_cost_usd,net_ev_usd,net_ev_pct,confidence,heuristic,data_source,scope,invalid_reason
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,15m,zero_il_lvr,7.5e-06,0.0,0.15588,-0.155872,-1.558725,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,30m,optimistic,1.5e-05,0.02,0.15588,-0.175865,-0.879325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,30m,realistic,1.5e-05,0.1,0.15588,-0.255865,-1.279325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,30m,conservative,1.5e-05,0.4,0.15588,-0.555865,-2.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,1h,zero_il_lvr,1.5e-05,0.0,0.15588,-0.155865,-0.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,1h,optimistic,1.5e-05,0.02,0.15588,-0.175865,-0.879325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,1h,realistic,1.5e-05,0.1,0.15588,-0.255865,-1.279325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,1h,conservative,1.5e-05,0.4,0.15588,-0.555865,-2.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,2h,zero_il_lvr,1.5e-05,0.0,0.15588,-0.155865,-0.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,2h,optimistic,1.5e-05,0.02,0.15588,-0.175865,-0.879325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,2h,realistic,1.5e-05,0.1,0.15588,-0.255865,-1.279325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,2h,conservative,1.5e-05,0.4,0.15588,-0.555865,-2.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,6h,zero_il_lvr,1.5e-05,0.0,0.15588,-0.155865,-0.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,6h,optimistic,1.5e-05,0.02,0.15588,-0.175865,-0.879325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,6h,realistic,1.5e-05,0.1,0.15588,-0.255865,-1.279325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,6h,conservative,1.5e-05,0.4,0.15588,-0.555865,-2.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,24h,zero_il_lvr,1.5e-05,0.0,0.15588,-0.155865,-0.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,24h,optimistic,1.5e-05,0.02,0.15588,-0.175865,-0.879325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,24h,realistic,1.5e-05,0.1,0.15588,-0.255865,-1.279325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,24h,conservative,1.5e-05,0.4,0.15588,-0.555865,-2.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,7d,zero_il_lvr,1.5e-05,0.0,0.15588,-0.155865,-0.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,7d,optimistic,1.5e-05,0.02,0.15588,-0.175865,-0.879325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,7d,realistic,1.5e-05,0.1,0.15588,-0.255865,-1.279325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,7d,conservative,1.5e-05,0.4,0.15588,-0.555865,-2.779325,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,15m,zero_il_lvr,7.5e-05,0.0,0.15588,-0.155805,-0.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,15m,optimistic,7.5e-05,0.1,0.15588,-0.255805,-0.255805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,15m,realistic,7.5e-05,0.5,0.15588,-0.655805,-0.655805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,15m,conservative,7.5e-05,2.0,0.15588,-2.155805,-2.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,30m,zero_il_lvr,7.5e-05,0.0,0.15588,-0.155805,-0.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,30m,optimistic,7.5e-05,0.1,0.15588,-0.255805,-0.255805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,30m,realistic,7.5e-05,0.5,0.15588,-0.655805,-0.655805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,30m,conservative,7.5e-05,2.0,0.15588,-2.155805,-2.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,1h,zero_il_lvr,7.5e-05,0.0,0.15588,-0.155805,-0.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,1h,optimistic,7.5e-05,0.1,0.15588,-0.255805,-0.255805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,1h,realistic,7.5e-05,0.5,0.15588,-0.655805,-0.655805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,1h,conservative,7.5e-05,2.0,0.15588,-2.155805,-2.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,2h,zero_il_lvr,7.5e-05,0.0,0.15588,-0.155805,-0.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,2h,optimistic,7.5e-05,0.1,0.15588,-0.255805,-0.255805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,2h,realistic,7.5e-05,0.5,0.15588,-0.655805,-0.655805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,2h,conservative,7.5e-05,2.0,0.15588,-2.155805,-2.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,6h,zero_il_lvr,7.5e-05,0.0,0.15588,-0.155805,-0.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,6h,optimistic,7.5e-05,0.1,0.15588,-0.255805,-0.255805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,6h,realistic,7.5e-05,0.5,0.15588,-0.655805,-0.655805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,6h,conservative,7.5e-05,2.0,0.15588,-2.155805,-2.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,24h,zero_il_lvr,7.5e-05,0.0,0.15588,-0.155805,-0.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,24h,optimistic,7.5e-05,0.1,0.15588,-0.255805,-0.255805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,24h,realistic,7.5e-05,0.5,0.15588,-0.655805,-0.655805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,24h,conservative,7.5e-05,2.0,0.15588,-2.155805,-2.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,7d,zero_il_lvr,7.5e-05,0.0,0.15588,-0.155805,-0.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,7d,optimistic,7.5e-05,0.1,0.15588,-0.255805,-0.255805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,7d,realistic,7.5e-05,0.5,0.15588,-0.655805,-0.655805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,7d,conservative,7.5e-05,2.0,0.15588,-2.155805,-2.155805,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,15m,zero_il_lvr,0.000375,0.0,0.15588,-0.155505,-0.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,15m,optimistic,0.000375,0.5,0.15588,-0.655505,-0.131101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,15m,realistic,0.000375,2.5,0.15588,-2.655505,-0.531101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,15m,conservative,0.000375,10.0,0.15588,-10.155505,-2.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,30m,zero_il_lvr,0.000375,0.0,0.15588,-0.155505,-0.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,30m,optimistic,0.000375,0.5,0.15588,-0.655505,-0.131101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,30m,realistic,0.000375,2.5,0.15588,-2.655505,-0.531101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,30m,conservative,0.000375,10.0,0.15588,-10.155505,-2.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,1h,zero_il_lvr,0.000375,0.0,0.15588,-0.155505,-0.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,1h,optimistic,0.000375,0.5,0.15588,-0.655505,-0.131101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,1h,realistic,0.000375,2.5,0.15588,-2.655505,-0.531101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,1h,conservative,0.000375,10.0,0.15588,-10.155505,-2.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
