pool_address,notional_usd,hold_window,scenario,gross_fee_usd,il_lvr_cost_usd,total_cost_usd,net_ev_usd,net_ev_pct,confidence,heuristic,data_source,scope,invalid_reason
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,15m,zero_il_lvr,7e-06,0.0,0.155953,-0.155946,-1.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,1h,conservative,7e-06,0.2,0.155953,-0.355946,-3.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,2h,zero_il_lvr,7e-06,0.0,0.155953,-0.155946,-1.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,2h,optimistic,7e-06,0.01,0.155953,-0.165946,-1.6595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,2h,realistic,7e-06,0.05,0.155953,-0.205946,-2.0595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,2h,conservative,7e-06,0.2,0.155953,-0.355946,-3.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,6h,zero_il_lvr,7e-06,0.0,0.155953,-0.155946,-1.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,6h,optimistic,7e-06,0.01,0.155953,-0.165946,-1.6595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,6h,realistic,7e-06,0.05,0.155953,-0.205946,-2.0595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,6h,conservative,7e-06,0.2,0.155953,-0.355946,-3.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,24h,zero_il_lvr,7e-06,0.0,0.155953,-0.155946,-1.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,24h,optimistic,7e-06,0.01,0.155953,-0.165946,-1.6595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,24h,realistic,7e-06,0.05,0.155953,-0.205946,-2.0595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,24h,conservative,7e-06,0.2,0.155953,-0.355946,-3.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,7d,zero_il_lvr,7e-06,0.0,0.155953,-0.155946,-1.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,7d,optimistic,7e-06,0.01,0.155953,-0.165946,-1.6595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,7d,realistic,7e-06,0.05,0.155953,-0.205946,-2.0595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,7d,conservative,7e-06,0.2,0.155953,-0.355946,-3.5595,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,15m,zero_il_lvr,1.5e-05,0.0,0.155953,-0.155938,-0.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,15m,optimistic,1.5e-05,0.02,0.155953,-0.175938,-0.8797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,15m,realistic,1.5e-05,0.1,0.155953,-0.255938,-1.2797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,15m,conservative,1.5e-05,0.4,0.155953,-0.555938,-2.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,30m,zero_il_lvr,1.5e-05,0.0,0.155953,-0.155938,-0.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,30m,optimistic,1.5e-05,0.02,0.155953,-0.175938,-0.8797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,30m,realistic,1.5e-05,0.1,0.155953,-0.255938,-1.2797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,30m,conservative,1.5e-05,0.4,0.155953,-0.555938,-2.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,1h,zero_il_lvr,1.5e-05,0.0,0.155953,-0.155938,-0.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,1h,optimistic,1.5e-05,0.02,0.155953,-0.175938,-0.8797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,1h,realistic,1.5e-05,0.1,0.155953,-0.255938,-1.2797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,1h,conservative,1.5e-05,0.4,0.155953,-0.555938,-2.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,2h,zero_il_lvr,1.5e-05,0.0,0.155953,-0.155938,-0.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,2h,optimistic,1.5e-05,0.02,0.155953,-0.175938,-0.8797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,2h,realistic,1.5e-05,0.1,0.155953,-0.255938,-1.2797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,2h,conservative,1.5e-05,0.4,0.155953,-0.555938,-2.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,6h,zero_il_lvr,1.5e-05,0.0,0.155953,-0.155938,-0.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,6h,optimistic,1.5e-05,0.02,0.155953,-0.175938,-0.8797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,6h,realistic,1.5e-05,0.1,0.155953,-0.255938,-1.2797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,6h,conservative,1.5e-05,0.4,0.155953,-0.555938,-2.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,24h,zero_il_lvr,1.5e-05,0.0,0.155953,-0.155938,-0.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,24h,optimistic,1.5e-05,0.02,0.155953,-0.175938,-0.8797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,24h,realistic,1.5e-05,0.1,0.155953,-0.255938,-1.2797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,24h,conservative,1.5e-05,0.4,0.155953,-0.555938,-2.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,7d,zero_il_lvr,1.5e-05,0.0,0.155953,-0.155938,-0.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,7d,optimistic,1.5e-05,0.02,0.155953,-0.175938,-0.8797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,7d,realistic,1.5e-05,0.1,0.155953,-0.255938,-1.2797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,20,7d,conservative,1.5e-05,0.4,0.155953,-0.555938,-2.7797,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,15m,zero_il_lvr,7.5e-05,0.0,0.155953,-0.155878,-0.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,15m,optimistic,7.5e-05,0.1,0.155953,-0.255878,-0.2559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,15m,realistic,7.5e-05,0.5,0.155953,-0.655878,-0.6559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,15m,conservative,7.5e-05,2.0,0.155953,-2.155878,-2.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,30m,zero_il_lvr,7.5e-05,0.0,0.155953,-0.155878,-0.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,30m,optimistic,7.5e-05,0.1,0.155953,-0.255878,-0.2559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,30m,realistic,7.5e-05,0.5,0.155953,-0.655878,-0.6559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,30m,conservative,7.5e-05,2.0,0.155953,-2.155878,-2.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,1h,zero_il_lvr,7.5e-05,0.0,0.155953,-0.155878,-0.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,1h,optimistic,7.5e-05,0.1,0.155953,-0.255878,-0.2559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,1h,realistic,7.5e-05,0.5,0.155953,-0.655878,-0.6559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,1h,conservative,7.5e-05,2.0,0.155953,-2.155878,-2.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,2h,zero_il_lvr,7.5e-05,0.0,0.155953,-0.155878,-0.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,2h,optimistic,7.5e-05,0.1,0.155953,-0.255878,-0.2559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,2h,realistic,7.5e-05,0.5,0.155953,-0.655878,-0.6559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,2h,conservative,7.5e-05,2.0,0.155953,-2.155878,-2.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,6h,zero_il_lvr,7.5e-05,0.0,0.155953,-0.155878,-0.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,6h,optimistic,7.5e-05,0.1,0.155953,-0.255878,-0.2559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,6h,realistic,7.5e-05,0.5,0.155953,-0.655878,-0.6559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,6h,conservative,7.5e-05,2.0,0.155953,-2.155878,-2.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,24h,zero_il_lvr,7.5e-05,0.0,0.155953,-0.155878,-0.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,24h,optimistic,7.5e-05,0.1,0.155953,-0.255878,-0.2559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,24h,realistic,7.5e-05,0.5,0.155953,-0.655878,-0.6559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,24h,conservative,7.5e-05,2.0,0.155953,-2.155878,-2.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,7d,zero_il_lvr,7.5e-05,0.0,0.155953,-0.155878,-0.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,7d,optimistic,7.5e-05,0.1,0.155953,-0.255878,-0.2559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,7d,realistic,7.5e-05,0.5,0.155953,-0.655878,-0.6559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,100,7d,conservative,7.5e-05,2.0,0.155953,-2.155878,-2.1559,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,15m,zero_il_lvr,0.000375,0.0,0.155953,-0.155578,-0.0311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,15m,optimistic,0.000375,0.5,0.155953,-0.655578,-0.1311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,15m,realistic,0.000375,2.5,0.155953,-2.655578,-0.5311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,15m,conservative,0.000375,10.0,0.155953,-10.155578,-2.0311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,30m,zero_il_lvr,0.000375,0.0,0.155953,-0.155578,-0.0311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,30m,optimistic,0.000375,0.5,0.155953,-0.655578,-0.1311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,30m,realistic,0.000375,2.5,0.155953,-2.655578,-0.5311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,30m,conservative,0.000375,10.0,0.155953,-10.155578,-2.0311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,1h,zero_il_lvr,0.000375,0.0,0.155953,-0.155578,-0.0311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,1h,optimistic,0.000375,0.5,0.155953,-0.655578,-0.1311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,1h,realistic,0.000375,2.5,0.155953,-2.655578,-0.5311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,1h,conservative,0.000375,10.0,0.155953,-10.155578,-2.0311,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
