pool_address,hold_window,fee_scenario,notional_usd,base_fee_bps,max_fee_bps,assumed_volume_turnover_pct,assumed_volume_usd,estimated_fee_capture_usd,heuristic,confidence,invalid_reason
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,15m,low,10,1.5,10.0,0.001,0.01,1e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,low,500,1.5,10.0,0.001,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,low,1000,1.5,10.0,0.001,1.0,0.00015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,low,2000,1.5,10.0,0.001,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,medium,10,1.5,10.0,0.005,0.05,7e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,medium,20,1.5,10.0,0.005,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,medium,100,1.5,10.0,0.005,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,medium,500,1.5,10.0,0.005,2.5,0.000375,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,medium,1000,1.5,10.0,0.005,5.0,0.00075,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,medium,2000,1.5,10.0,0.005,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,high,10,1.5,10.0,0.02,0.2,3e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,high,20,1.5,10.0,0.02,0.4,6e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,high,100,1.5,10.0,0.02,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,high,500,1.5,10.0,0.02,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,high,1000,1.5,10.0,0.02,20.0,0.003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,30m,high,2000,1.5,10.0,0.02,40.0,0.006,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,low,10,1.5,10.0,0.001,0.01,1e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,low,20,1.5,10.0,0.001,0.02,3e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,low,100,1.5,10.0,0.001,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,low,500,1.5,10.0,0.001,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,low,1000,1.5,10.0,0.001,1.0,0.00015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,low,2000,1.5,10.0,0.001,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,medium,10,1.5,10.0,0.005,0.05,7e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,medium,20,1.5,10.0,0.005,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,medium,100,1.5,10.0,0.005,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,medium,500,1.5,10.0,0.005,2.5,0.000375,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,medium,1000,1.5,10.0,0.005,5.0,0.00075,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,medium,2000,1.5,10.0,0.005,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,high,10,1.5,10.0,0.02,0.2,3e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,high,20,1.5,10.0,0.02,0.4,6e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,high,100,1.5,10.0,0.02,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,high,500,1.5,10.0,0.02,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,high,1000,1.5,10.0,0.02,20.0,0.003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1h,high,2000,1.5,10.0,0.02,40.0,0.006,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,low,10,1.5,10.0,0.001,0.01,1e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,low,20,1.5,10.0,0.001,0.02,3e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,low,100,1.5,10.0,0.001,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,low,500,1.5,10.0,0.001,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,low,1000,1.5,10.0,0.001,1.0,0.00015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,low,2000,1.5,10.0,0.001,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,medium,10,1.5,10.0,0.005,0.05,7e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,medium,20,1.5,10.0,0.005,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,medium,100,1.5,10.0,0.005,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,medium,500,1.5,10.0,0.005,2.5,0.000375,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,medium,1000,1.5,10.0,0.005,5.0,0.00075,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,medium,2000,1.5,10.0,0.005,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,high,10,1.5,10.0,0.02,0.2,3e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,high,20,1.5,10.0,0.02,0.4,6e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,high,100,1.5,10.0,0.02,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,high,500,1.5,10.0,0.02,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,high,1000,1.5,10.0,0.02,20.0,0.003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2h,high,2000,1.5,10.0,0.02,40.0,0.006,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,low,10,1.5,10.0,0.001,0.01,1e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,low,20,1.5,10.0,0.001,0.02,3e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,low,100,1.5,10.0,0.001,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,low,500,1.5,10.0,0.001,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,low,1000,1.5,10.0,0.001,1.0,0.00015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,low,2000,1.5,10.0,0.001,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,medium,10,1.5,10.0,0.005,0.05,7e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,medium,20,1.5,10.0,0.005,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,medium,100,1.5,10.0,0.005,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,medium,500,1.5,10.0,0.005,2.5,0.000375,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,medium,1000,1.5,10.0,0.005,5.0,0.00075,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,medium,2000,1.5,10.0,0.005,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,high,10,1.5,10.0,0.02,0.2,3e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,high,20,1.5,10.0,0.02,0.4,6e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,high,100,1.5,10.0,0.02,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,high,500,1.5,10.0,0.02,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,high,1000,1.5,10.0,0.02,20.0,0.003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,6h,high,2000,1.5,10.0,0.02,40.0,0.006,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,low,10,1.5,10.0,0.001,0.01,1e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,low,20,1.5,10.0,0.001,0.02,3e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,low,100,1.5,10.0,0.001,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,low,500,1.5,10.0,0.001,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,low,1000,1.5,10.0,0.001,1.0,0.00015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,low,2000,1.5,10.0,0.001,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,medium,10,1.5,10.0,0.005,0.05,7e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,medium,20,1.5,10.0,0.005,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,medium,100,1.5,10.0,0.005,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,medium,500,1.5,10.0,0.005,2.5,0.000375,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,medium,1000,1.5,10.0,0.005,5.0,0.00075,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,medium,2000,1.5,10.0,0.005,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,high,10,1.5,10.0,0.02,0.2,3e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,high,20,1.5,10.0,0.02,0.4,6e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,high,100,1.5,10.0,0.02,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,high,500,1.5,10.0,0.02,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,high,1000,1.5,10.0,0.02,20.0,0.003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,24h,high,2000,1.5,10.0,0.02,40.0,0.006,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,low,10,1.5,10.0,0.001,0.01,1e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,low,20,1.5,10.0,0.001,0.02,3e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,low,100,1.5,10.0,0.001,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,low,500,1.5,10.0,0.001,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,low,1000,1.5,10.0,0.001,1.0,0.00015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,low,2000,1.5,10.0,0.001,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,medium,10,1.5,10.0,0.005,0.05,7e-06,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,medium,20,1.5,10.0,0.005,0.1,1.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,medium,100,1.5,10.0,0.005,0.5,7.5e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,medium,500,1.5,10.0,0.005,2.5,0.000375,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,medium,1000,1.5,10.0,0.005,5.0,0.00075,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,medium,2000,1.5,10.0,0.005,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,high,10,1.5,10.0,0.02,0.2,3e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,high,20,1.5,10.0,0.02,0.4,6e-05,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,high,100,1.5,10.0,0.02,2.0,0.0003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,high,500,1.5,10.0,0.02,10.0,0.0015,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,high,1000,1.5,10.0,0.02,20.0,0.003,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,7d,high,2000,1.5,10.0,0.02,40.0,0.006,True,0.3,no actual on-chain volume; scenario-based proxy; mark heuristic
