pool_id,token_pair,fee_tier_raw,notional_usd,hold_window,hold_seconds,fee_velocity_window_used,scenario,fee_proxy_usd,fixed_cost_usd,il_lvr_proxy_usd,net_ev_proxy_usd,net_ev_proxy_pct,confidence,fee_ready
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,30m,1800,72h,optimistic,0.000108,0.015255,0.000208,-0.015356,-0.0768,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,30m,1800,72h,realistic,0.000108,0.015255,0.000833,-0.015981,-0.0799,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,30m,1800,72h,conservative,0.000108,0.015255,0.002083,-0.017231,-0.0862,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,30m,1800,72h,zero_il_lvr,0.000539,0.015255,0.000000,-0.014717,-0.0147,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,30m,1800,72h,optimistic,0.000539,0.015255,0.001042,-0.015758,-0.0158,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,30m,1800,72h,realistic,0.000539,0.015255,0.004167,-0.018883,-0.0189,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,30m,1800,72h,conservative,0.000539,0.015255,0.010417,-0.025133,-0.0251,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,30m,1800,72h,zero_il_lvr,0.002693,0.015255,0.000000,-0.012562,-0.0025,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,30m,1800,72h,optimistic,0.002693,0.015255,0.005208,-0.017770,-0.0036,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,30m,1800,72h,realistic,0.002693,0.015255,0.020833,-0.033395,-0.0067,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,30m,1800,72h,conservative,0.002693,0.015255,0.052083,-0.064645,-0.0129,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,30m,1800,72h,zero_il_lvr,0.005387,0.015255,0.000000,-0.009869,-0.0010,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,30m,1800,72h,optimistic,0.005387,0.015255,0.010417,-0.020285,-0.0020,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,30m,1800,72h,realistic,0.005387,0.015255,0.041667,-0.051535,-0.0052,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,30m,1800,72h,conservative,0.005387,0.015255,0.104167,-0.114035,-0.0114,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,30m,1800,72h,zero_il_lvr,0.010773,0.015255,0.000000,-0.004482,-0.0002,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,30m,1800,72h,optimistic,0.010773,0.015255,0.020833,-0.025315,-0.0013,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,30m,1800,72h,realistic,0.010773,0.015255,0.083333,-0.087815,-0.0044,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,30m,1800,72h,conservative,0.010773,0.015255,0.208333,-0.212815,-0.0106,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,1h,3600,72h,zero_il_lvr,0.000215,0.015255,0.000000,-0.015040,-0.0752,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,1h,3600,72h,optimistic,0.000215,0.015255,0.000417,-0.015457,-0.0773,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,1h,3600,72h,realistic,0.000215,0.015255,0.001667,-0.016707,-0.0835,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,1h,3600,72h,conservative,0.000215,0.015255,0.004167,-0.019207,-0.0960,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,1h,3600,72h,zero_il_lvr,0.001077,0.015255,0.000000,-0.014178,-0.0142,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,1h,3600,72h,optimistic,0.001077,0.015255,0.002083,-0.016261,-0.0163,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,1h,3600,72h,realistic,0.001077,0.015255,0.008333,-0.022511,-0.0225,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,1h,3600,72h,conservative,0.001077,0.015255,0.020833,-0.035011,-0.0350,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,1h,3600,72h,zero_il_lvr,0.005387,0.015255,0.000000,-0.009869,-0.0020,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,1h,3600,72h,optimistic,0.005387,0.015255,0.010417,-0.020285,-0.0041,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,1h,3600,72h,realistic,0.005387,0.015255,0.041667,-0.051535,-0.0103,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,1h,3600,72h,conservative,0.005387,0.015255,0.104167,-0.114035,-0.0228,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,1h,3600,72h,zero_il_lvr,0.010773,0.015255,0.000000,-0.004482,-0.0004,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,1h,3600,72h,optimistic,0.010773,0.015255,0.020833,-0.025315,-0.0025,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,1h,3600,72h,realistic,0.010773,0.015255,0.083333,-0.087815,-0.0088,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,1h,3600,72h,conservative,0.010773,0.015255,0.208333,-0.212815,-0.0213,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,1h,3600,72h,zero_il_lvr,0.021547,0.015255,0.000000,0.006291,0.0003,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,1h,3600,72h,optimistic,0.021547,0.015255,0.041667,-0.035375,-0.0018,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,1h,3600,72h,realistic,0.021547,0.015255,0.166667,-0.160375,-0.0080,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,1h,3600,72h,conservative,0.021547,0.015255,0.416667,-0.410375,-0.0205,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,2h,7200,72h,zero_il_lvr,0.000431,0.015255,0.000000,-0.014825,-0.0741,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,2h,7200,72h,optimistic,0.000431,0.015255,0.000833,-0.015658,-0.0783,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,2h,7200,72h,realistic,0.000431,0.015255,0.003333,-0.018158,-0.0908,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,2h,7200,72h,conservative,0.000431,0.015255,0.008333,-0.023158,-0.1158,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,2h,7200,72h,zero_il_lvr,0.002155,0.015255,0.000000,-0.013101,-0.0131,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,2h,7200,72h,optimistic,0.002155,0.015255,0.004167,-0.017267,-0.0173,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,2h,7200,72h,realistic,0.002155,0.015255,0.016667,-0.029767,-0.0298,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,2h,7200,72h,conservative,0.002155,0.015255,0.041667,-0.054767,-0.0548,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,2h,7200,72h,zero_il_lvr,0.010773,0.015255,0.000000,-0.004482,-0.0009,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,2h,7200,72h,optimistic,0.010773,0.015255,0.020833,-0.025315,-0.0051,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,2h,7200,72h,realistic,0.010773,0.015255,0.083333,-0.087815,-0.0176,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,2h,7200,72h,conservative,0.010773,0.015255,0.208333,-0.212815,-0.0426,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,2h,7200,72h,zero_il_lvr,0.021547,0.015255,0.000000,0.006291,0.0006,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,2h,7200,72h,optimistic,0.021547,0.015255,0.041667,-0.035375,-0.0035,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,2h,7200,72h,realistic,0.021547,0.015255,0.166667,-0.160375,-0.0160,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,2h,7200,72h,conservative,0.021547,0.015255,0.416667,-0.410375,-0.0410,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,2h,7200,72h,zero_il_lvr,0.043094,0.015255,0.000000,0.027838,0.0014,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,2h,7200,72h,optimistic,0.043094,0.015255,0.083333,-0.055495,-0.0028,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,2h,7200,72h,realistic,0.043094,0.015255,0.333333,-0.305495,-0.0153,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,2h,7200,72h,conservative,0.043094,0.015255,0.833333,-0.805495,-0.0403,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,6h,21600,72h,zero_il_lvr,0.001293,0.015255,0.000000,-0.013963,-0.0698,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,6h,21600,72h,optimistic,0.001293,0.015255,0.002500,-0.016463,-0.0823,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,6h,21600,72h,realistic,0.001293,0.015255,0.010000,-0.023963,-0.1198,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,6h,21600,72h,conservative,0.001293,0.015255,0.025000,-0.038963,-0.1948,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,6h,21600,72h,zero_il_lvr,0.006464,0.015255,0.000000,-0.008791,-0.0088,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,6h,21600,72h,optimistic,0.006464,0.015255,0.012500,-0.021291,-0.0213,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,6h,21600,72h,realistic,0.006464,0.015255,0.050000,-0.058791,-0.0588,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,6h,21600,72h,conservative,0.006464,0.015255,0.125000,-0.133791,-0.1338,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,6h,21600,72h,zero_il_lvr,0.032320,0.015255,0.000000,0.017065,0.0034,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,6h,21600,72h,optimistic,0.032320,0.015255,0.062500,-0.045435,-0.0091,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,6h,21600,72h,realistic,0.032320,0.015255,0.250000,-0.232935,-0.0466,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,6h,21600,72h,conservative,0.032320,0.015255,0.625000,-0.607935,-0.1216,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,6h,21600,72h,zero_il_lvr,0.064640,0.015255,0.000000,0.049385,0.0049,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,6h,21600,72h,optimistic,0.064640,0.015255,0.125000,-0.075615,-0.0076,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,6h,21600,72h,realistic,0.064640,0.015255,0.500000,-0.450615,-0.0451,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,6h,21600,72h,conservative,0.064640,0.015255,1.250000,-1.200615,-0.1201,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,6h,21600,72h,zero_il_lvr,0.129281,0.015255,0.000000,0.114025,0.0057,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,6h,21600,72h,optimistic,0.129281,0.015255,0.250000,-0.135975,-0.0068,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,6h,21600,72h,realistic,0.129281,0.015255,1.000000,-0.885975,-0.0443,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,6h,21600,72h,conservative,0.129281,0.015255,2.500000,-2.385975,-0.1193,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,24h,86400,72h,zero_il_lvr,0.005171,0.015255,0.000000,-0.010084,-0.0504,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,24h,86400,72h,optimistic,0.005171,0.015255,0.010000,-0.020084,-0.1004,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,24h,86400,72h,realistic,0.005171,0.015255,0.040000,-0.050084,-0.2504,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,20,24h,86400,72h,conservative,0.005171,0.015255,0.100000,-0.110084,-0.5504,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,24h,86400,72h,zero_il_lvr,0.025856,0.015255,0.000000,0.010601,0.0106,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,24h,86400,72h,optimistic,0.025856,0.015255,0.050000,-0.039399,-0.0394,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,24h,86400,72h,realistic,0.025856,0.015255,0.200000,-0.189399,-0.1894,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,100,24h,86400,72h,conservative,0.025856,0.015255,0.500000,-0.489399,-0.4894,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,24h,86400,72h,zero_il_lvr,0.129281,0.015255,0.000000,0.114025,0.0228,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,24h,86400,72h,optimistic,0.129281,0.015255,0.250000,-0.135975,-0.0272,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,24h,86400,72h,realistic,0.129281,0.015255,1.000000,-0.885975,-0.1772,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,500,24h,86400,72h,conservative,0.129281,0.015255,2.500000,-2.385975,-0.4772,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,24h,86400,72h,zero_il_lvr,0.258561,0.015255,0.000000,0.243306,0.0243,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,24h,86400,72h,optimistic,0.258561,0.015255,0.500000,-0.256694,-0.0257,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,24h,86400,72h,realistic,0.258561,0.015255,2.000000,-1.756694,-0.1757,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,1000,24h,86400,72h,conservative,0.258561,0.015255,5.000000,-4.756694,-0.4757,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,24h,86400,72h,zero_il_lvr,0.517122,0.015255,0.000000,0.501867,0.0251,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,24h,86400,72h,optimistic,0.517122,0.015255,1.000000,-0.498133,-0.0249,low,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,24h,86400,72h,realistic,0.517122,0.015255,4.000000,-3.498133,-0.1749,medium,True
0xf2688fb5b81049dfb7703ada5e770543770612c4,USDC/WBNB,100,2000,24h,86400,72h,conservative,0.517122,0.015255,10.000000,-9.498133,-0.4749,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,15m,900,72h,zero_il_lvr,0.000001,0.015255,0.000000,-0.015255,-0.0763,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,15m,900,72h,optimistic,0.000001,0.015255,0.000104,-0.015359,-0.0768,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,15m,900,72h,realistic,0.000001,0.015255,0.000417,-0.015672,-0.0784,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,15m,900,72h,conservative,0.000001,0.015255,0.001042,-0.016297,-0.0815,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,15m,900,72h,zero_il_lvr,0.000003,0.015255,0.000000,-0.015252,-0.0153,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,15m,900,72h,optimistic,0.000003,0.015255,0.000521,-0.015773,-0.0158,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,15m,900,72h,realistic,0.000003,0.015255,0.002083,-0.017336,-0.0173,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,15m,900,72h,conservative,0.000003,0.015255,0.005208,-0.020461,-0.0205,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,15m,900,72h,zero_il_lvr,0.000015,0.015255,0.000000,-0.015241,-0.0030,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,15m,900,72h,optimistic,0.000015,0.015255,0.002604,-0.017845,-0.0036,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,15m,900,72h,realistic,0.000015,0.015255,0.010417,-0.025657,-0.0051,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,15m,900,72h,conservative,0.000015,0.015255,0.026042,-0.041282,-0.0083,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,15m,900,72h,zero_il_lvr,0.000030,0.015255,0.000000,-0.015226,-0.0015,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,15m,900,72h,optimistic,0.000030,0.015255,0.005208,-0.020434,-0.0020,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,15m,900,72h,realistic,0.000030,0.015255,0.020833,-0.036059,-0.0036,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,15m,900,72h,conservative,0.000030,0.015255,0.052083,-0.067309,-0.0067,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,15m,900,72h,zero_il_lvr,0.000060,0.015255,0.000000,-0.015196,-0.0008,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,15m,900,72h,optimistic,0.000060,0.015255,0.010417,-0.025612,-0.0013,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,15m,900,72h,realistic,0.000060,0.015255,0.041667,-0.056862,-0.0028,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,15m,900,72h,conservative,0.000060,0.015255,0.104167,-0.119362,-0.0060,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,30m,1800,72h,zero_il_lvr,0.000001,0.015255,0.000000,-0.015254,-0.0763,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,30m,1800,72h,optimistic,0.000001,0.015255,0.000208,-0.015463,-0.0773,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,30m,1800,72h,realistic,0.000001,0.015255,0.000833,-0.016088,-0.0804,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,30m,1800,72h,conservative,0.000001,0.015255,0.002083,-0.017338,-0.0867,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,30m,1800,72h,zero_il_lvr,0.000006,0.015255,0.000000,-0.015249,-0.0152,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,30m,1800,72h,optimistic,0.000006,0.015255,0.001042,-0.016291,-0.0163,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,30m,1800,72h,realistic,0.000006,0.015255,0.004167,-0.019416,-0.0194,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,30m,1800,72h,conservative,0.000006,0.015255,0.010417,-0.025666,-0.0257,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,30m,1800,72h,zero_il_lvr,0.000030,0.015255,0.000000,-0.015226,-0.0030,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,30m,1800,72h,optimistic,0.000030,0.015255,0.005208,-0.020434,-0.0041,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,30m,1800,72h,realistic,0.000030,0.015255,0.020833,-0.036059,-0.0072,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,30m,1800,72h,conservative,0.000030,0.015255,0.052083,-0.067309,-0.0135,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,30m,1800,72h,zero_il_lvr,0.000060,0.015255,0.000000,-0.015196,-0.0015,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,30m,1800,72h,optimistic,0.000060,0.015255,0.010417,-0.025612,-0.0026,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,30m,1800,72h,realistic,0.000060,0.015255,0.041667,-0.056862,-0.0057,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,30m,1800,72h,conservative,0.000060,0.015255,0.104167,-0.119362,-0.0119,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,30m,1800,72h,zero_il_lvr,0.000120,0.015255,0.000000,-0.015136,-0.0008,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,30m,1800,72h,optimistic,0.000120,0.015255,0.020833,-0.035969,-0.0018,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,30m,1800,72h,realistic,0.000120,0.015255,0.083333,-0.098469,-0.0049,medium,True
